,ACRES,ACTIVE,CAUSE,CDATE,DPRIORITY,ECOSTS,EDAMAGE,ENAME,EVENT_ID,F_CONTAIN,GPRIORITY,ITYPE,LATDEG,LATMIN,LOCATE,LONGDEG,LONGMIN,NARRATIVE,NEWACRES,PERSONNEL,REPDATE,STARTDATE,TEAMNAME,TEAMTYPE,UN_UNITID,UN_USTATE,SEQ_NUM,CY,HOUR,START_YEAR,FIRE_EVENT_ID,POO_LATITUDE,POO_LONGITUDE,AREA_MEASUREMENT,IMT_MGMT_ORG_DESC,INCTYP_IDENTIFIER,POO_STATE_NAME,INCIDENT_ID,COMPLEX_NAME,INCIDENT_NAME_CORRECTED,INCIDENT_NUMBER_CORRECTED,DISCOVERY_DATE_CORRECTED
215,1500.0,N,H,4/29/99,,,,JUNEBERRY,MN-MNS-,100.0,,WF,0.0,0.0,Roseau,0.0,0.0,wildfire,0,4.0,1999-04-29,1999-04-28,,,MNS,MN,1,1999,0.0,1999.0,MN-MNS-|1999|1,0.0,-0.0,Acres,,9851,MINNESOTA,,,,,
15104,130.0,N,H,,,,,MAIDENHEAD,VA-VAF-02016,100.0,,WF,37.0,51.0,"2 miles SE of Montebello, VA",79.0,7.0,joint effort by usfs and vdof.  rain.,0,95.0,2002-03-12,2002-03-11,Szarzynki,3,VAF,VA,1,2002,0.0,2002.0,VA-VAF-02016|2002|1,37.85,-79.11666666666666,Acres,Type 3 Team,9851,VIRGINIA,,,,,
15105,375.0,N,U,,,,,COMPTAN,22,,,WF,36.0,7.0,22 nw of comptan,93.0,20.0,nan,0,,2002-03-13,2002-02-28,cope,3,ARS,AR,1,2002,0.0,2002.0,22|2002|1,36.11666666666667,-93.33333333333333,Acres,Type 3 Team,9851,ARKANSAS,,,,,
15106,2189.0,N,H,03/15/2002,,1004000.0,,OVERSITE,AZ-CNF-030,95.0,,WF,31.0,24.0,UPPER END OF OVERSITE CANYON,110.0,18.0,the resl made a mistake on the % contained on the 3/12 209.  it should have been 95%.  the oversite fire again experienced lower fire behavior conditions today despite breezy winds and low fuel moistures.  most of the resources were committed to division c in efforts to finalize containment.,0,67.0,2002-03-13,2002-03-01,Dean Fernandez,2,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 2 Team,9851,ARIZONA,,,,,
15107,160.0,N,H,03/12/2002,,5000.0,,MCQUIRE,OK-OSA,90.0,,WF,36.0,39.0,"2 MILES SE OF PAWHUSKA, OK",96.0,18.0,nan,0,27.0,2002-03-13,2002-03-12,REX  CURREY,3,OSA,OK,1,2002,0.0,2002.0,OK-OSA|2002|1,36.65,-96.3,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15108,2189.0,N,H,03/15/2002,,1006000.0,,OVERSITE,AZ-CNF-030,95.0,,WF,31.0,24.0,UPPER END OF OVERSITE CANYON,110.0,18.0,the oversite fire experienced extremely windy conditions preventing the use of helicopters to provide bucket support.  most of the resources were committed to mop up.,0,70.0,2002-03-14,2002-03-01,Dean Fernandez,2,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 2 Team,9851,ARIZONA,,,,,
15111,160.0,N,H,03/12/2002,,5000.0,,MCQUIRE,OK-OSA,100.0,,WF,36.0,39.0,"2 MILES SE OF PAWHUSKA, OK",96.0,18.0,nan,0,27.0,2002-03-14,2002-03-12,REX  CURREY,3,OSA,OK,1,2002,0.0,2002.0,OK-OSA|2002|1,36.65,-96.3,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15112,2189.0,N,H,03/15/2002,,1006000.0,,OVERSITE,AZ-CNF-030,95.0,,WF,31.0,24.0,UPPER END OF OVERSITE CANYON,110.0,18.0,fewer smokes every day.,0,40.0,2002-03-15,2002-03-01,Dean Fernandez,3,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 3 Team,9851,ARIZONA,,,,,
15113,120.0,N,H,03/15/2002,,,,POTATO PEAK,EC-20137,90.0,,WF,34.0,2.0,6 MILES NW OF WISTER,94.0,45.0,none,0,6.0,2002-03-15,2002-03-14,JOHNNY WARREN,3,OKS,OK,1,2002,0.0,2002.0,EC-20137|2002|1,34.03333333333333,-94.75,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15114,480.0,N,H,,,660.0,,GRYGLA CRP,MN-MNS-123-01,100.0,,WF,48.0,16.0,Near Grygla,95.0,29.0,"this was reported to the dnr just today, although it was declared controlled on 2/24/2002",0,6.0,2002-03-15,2002-02-24,Grygla RFD,,MNS,MN,1,2002,0.0,2002.0,MN-MNS-123-01|2002|1,48.266666666666666,-95.48333333333333,Acres,,9851,MINNESOTA,,,,,
15115,300.0,N,H,03/14/2002,,,,WEST POOL 2,MN-MNS-123-02,100.0,,WF,48.0,59.0,"Near Roseau, MN",96.0,15.0,fire reported to wannaksa dnr office by the roseau wma.  fire burned itself out.,0,,2002-03-15,2002-03-14,Stan Wood,,MNS,MN,1,2002,0.0,2002.0,MN-MNS-123-02|2002|1,48.983333333333334,-96.25,Acres,,9851,MINNESOTA,,,,,
15116,2189.0,N,H,03/15/2002,,1200000.0,,OVERSITE,AZ-CNF-030,100.0,,WF,31.0,24.0,UPPER END OF OVERSITE CANYON,110.0,18.0,fewer smokes every day.  rehab is continuing. there is some areas smoking in the interior.,0,59.0,2002-03-16,2002-03-01,Dean Fernandez,3,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 3 Team,9851,ARIZONA,,,,,
15117,120.0,N,H,03/15/2002,,,,POTATO PEAK,EC-20137,100.0,,WF,34.0,2.0,6 MILES NW OF WISTER,94.0,45.0,none,0,6.0,2002-03-16,2002-03-14,JOHNNY WARREN,3,OKS,OK,1,2002,0.0,2002.0,EC-20137|2002|1,34.03333333333333,-94.75,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15118,210.0,N,H,03/15/2002,,,,LITTLE CLEAR CREEK,OK-OKS-NE-30,95.0,,WF,36.0,3.0,2 MI. SSW OF PEGGS. OKLAHOMA,95.0,6.0,none,0,3.0,2002-03-16,2002-03-15,ALLEN NEVEL,3,OKS,OK,1,2002,0.0,2002.0,OK-OKS-NE-30|2002|1,36.05,-95.1,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15119,575.0,N,U,03/17/2002,,,,CAJALCO,CA-RRU-020299,100.0,,WF,0.0,0.0,CAJALCO AREA: CAJALCO RD X TEMESCAL,0.0,0.0,even with elevated rh and low temperatures (in the 50's)the fire exhibited burning characteristics you would expect to find in october. this reinforces that all firefighters and managers need to remain heads-up to these burning conditions.  closed cajalco rd and la sierra.,0,75.0,2002-03-17,2002-03-17,JOEL SEMPLE,,RRU,CA,1,2002,0.0,2002.0,CA-RRU-020299|2002|1,0.0,-0.0,Acres,,9851,CALIFORNIA,,,,,
15120,2189.0,N,H,03/15/2002,,1200000.0,,OVERSITE,AZ-CNF-030,100.0,,WF,31.0,24.0,UPPER END OF OVERSITE CANYON,110.0,18.0,this is the final 209.  rehab is continuing. there is some areas smoking in the interior.,0,14.0,2002-03-17,2002-03-01,Dean Fernandez,3,CNF,AZ,1,2002,0.0,2002.0,AZ-CNF-030|2002|1,31.4,-110.3,Acres,Type 3 Team,9851,ARIZONA,,,,,
15121,155.0,N,H,03/15/2002,,,,LITTLE CLEAR CREEK,OK-OKS-NE-30,100.0,,WF,36.0,3.0,2 MI. SSW OF PEGGS. OKLAHOMA,95.0,6.0,none,0,1.0,2002-03-17,2002-03-15,ALLEN NEVEL,3,OKS,OK,1,2002,0.0,2002.0,OK-OKS-NE-30|2002|1,36.05,-95.1,Acres,Type 3 Team,9851,OKLAHOMA,,,,,
15122,480.0,N,H,,,660.0,,GRYGLA CRP,MN-MNS-123-01,100.0,,WF,48.0,16.0,Near Grygla,95.0,29.0,"this was reported to the dnr just today, although it was declared controlled on 2/24/2002",0,6.0,2002-03-18,2002-02-24,Grygla RFD,,MNS,MN,1,2002,0.0,2002.0,MN-MNS-123-01|2002|1,48.266666666666666,-95.48333333333333,Acres,,9851,MINNESOTA,,,,,
15133,2800.0,N,U,03/22/2002,,,,ALISO,CA-MCP-020743,60.0,,WF,33.0,26.0,Camp Pendleton (North of Oceanside),117.0,23.0,"$4,500,000 worth of military barracks, vehicles, and equipment saved so far. 3 cdf crews will be out all night. fire activity has decreased with sunset and the increase in humidity.  about a 300 acre backfire started to help with containment.'s path but construction of buildings makes them less of a concern.",0,128.0,2002-03-21,2002-03-21,Bill Frakel,,MVU,CA,1,2002,0.0,2002.0,CA-MCP-020743|2002|1,33.43333333333333,-117.38333333333334,Acres,,9851,CALIFORNIA,,,,,
15135,2276.0,N,H,,,3500.0,,NUMBER ONE ISLAND FIRE,GA-OKR-00001,,,WF,30.0,39.0,"14 MILES SW OF FOLKTON, GA",82.0,11.0,"only refuge staff are currently on the fire.  the georgia forestry commission will assist with line preparation on 03-22-02.update - on 3-24-02, okr advised that the last arial recon found only a few smokes and that most of the fire was surrounded by wet areas.",0,5.0,2002-03-21,2002-03-20,Fred Wetzel,,OKR,GA,1,2002,0.0,2002.0,GA-OKR-00001|2002|1,30.65,-82.18333333333334,Acres,,9851,GEORGIA,,,,,
15137,2800.0,N,U,03/22/2002,,,,ALISO,CA-MCP-020743,100.0,,WF,33.0,26.0,Camp Pendleton (North of Oceanside),117.0,23.0,"$4,500,000 worth of military barracks, vehicles, and equipment saved so far. 3 cdf crews will be out all night. fire activity has decreased with sunset and the increase in humidity.",0,96.0,2002-03-22,2002-03-21,Bill Frakel,,MVU,CA,1,2002,0.0,2002.0,CA-MCP-020743|2002|1,33.43333333333333,-117.38333333333334,Acres,,9851,CALIFORNIA,,,,,
15139,2400.0,N,H,03/22/2002,,35000.0,,ALISO,CA-MCP-020743,100.0,,WF,33.0,26.0,Camp Pendleton (North of Oceanside),117.0,23.0,"$4,500,000 worth of military barracks, vehicles, and equipment saved.",0,0.0,2002-03-23,2002-03-21,Bill Frakel,,MVU,CA,1,2002,0.0,2002.0,CA-MCP-020743|2002|1,33.43333333333333,-117.38333333333334,Acres,,9851,CALIFORNIA,,,,,
15141,350.0,N,H,,10,100000.0,,KOKOPELLI,NM-N5S-0551X,5.0,,WF,33.0,23.0,"Near Alto, NM",105.0,39.0,(whitney) will transition at 0600 3/24.  high winds forecast for sunday.  more resources on order.    evacuations of 4 to 6 subdivisions.  type i team on order.,0,145.0,2002-03-23,2002-03-23,Tudor,,N5S,NM,1,2002,0.0,2002.0,NM-N5S-0551X|2002|1,33.38333333333333,-105.65,Acres,,9851,NEW MEXICO,,,,,
15143,200.0,N,H,03/24/2002,,,,ROCKY MOUNTAIN,GA-CHF-02054,100.0,,WF,34.0,48.0,SOUTH ON 17/75 APPROX. 12 MILES FROM HIA,83.0,43.0,"fire burning in steep rugged terrain, mtn. laural thickets.  weather expected to be cloudy, light winds,",0,18.0,2002-03-24,2002-03-24,SHELDON HENDERSON,,CHF,GA,1,2002,0.0,2002.0,GA-CHF-02054|2002|1,34.8,-83.71666666666667,Acres,,9851,GEORGIA,,,,,
15144,250.0,N,H,03/24/2002,,,,ANDREW COVE,GA-CHF-02055,100.0,,WF,34.0,47.0,"NORTH ON HWY 75, FS ROAD 79, 6 MILE UP",83.0,42.0,"fire burning in steep rugged terrain, mtn. laural thickets.  weather expected to be cloudy, light winds,",0,27.0,2002-03-24,2002-03-24,WAYNE HERRON,,CHF,GA,1,2002,0.0,2002.0,GA-CHF-02055|2002|1,34.78333333333333,-83.7,Acres,,9851,GEORGIA,,,,,
15145,10560.0,N,H,03/27/02,,353848.0,,NUMBER 5 #2,NM-MEA=053,0.0,,WF,33.0,16.0,RUIDOSO,105.0,30.0,the arson threat conitnues.  south bull and east bull fires are both contained.,0,487.0,2002-03-24,2002-03-23,GARCIA,2,N5S,NM,1,2002,0.0,2002.0,NM-MEA=053|2002|1,33.266666666666666,-105.5,Acres,Type 2 Team,9851,NEW MEXICO,,,,,
15150,340.0,N,H,,,,,TAG221,FL-EVP-02022,,,WF,25.0,36.0,"168th St AND 221st Ave, East Everglades",80.0,32.0,nan,0,21.0,2002-03-25,2002-03-23,Schardt,3,EVP,FL,1,2002,0.0,2002.0,FL-EVP-02022|2002|1,25.6,-80.53333333333333,Acres,Type 3 Team,9851,FLORIDA,,,,,
15151,200.0,N,H,03/24/2002,,25000.0,,ROCKY MOUNTAIN,GA-CHF-02054,100.0,,WF,34.0,48.0,SOUTH ON 17/75 APPROX. 12 MILES FROM HIA,83.0,43.0,completed all burn-outs on all green pockets with some burn left to do.,0,18.0,2002-03-25,2002-03-24,SHELDON HENDERSON,,CHF,GA,1,2002,0.0,2002.0,GA-CHF-02054|2002|1,34.8,-83.71666666666667,Acres,,9851,GEORGIA,,,,,
15152,167.0,N,H,03/24/2002,,8000.0,,ANDREW COVE,GA-CHF-02055,100.0,,WF,34.0,47.0,"NORTH ON HWY 75, FS ROAD 79, 6 MILE UP",83.0,42.0,will do approximately 1 mile of rehab on andrew cove tomorrow and continue mop-up.,0,10.0,2002-03-25,2002-03-24,WAYNE HERRON,,CHF,GA,1,2002,0.0,2002.0,GA-CHF-02055|2002|1,34.78333333333333,-83.7,Acres,,9851,GEORGIA,,,,,
15153,160.0,N,H,03/28/2002,,,,SATULAH,NC-NCF-02040,60.0,,WF,35.0,1.0,HIGHLANDS,83.0,11.0,"burning out and mopping up.  2 tanker drops made, 2 dozers on fire.",0,57.0,2002-03-25,2002-03-24,RICHARD MCCLURE,3,NCF,NC,1,2002,0.0,2002.0,NC-NCF-02040|2002|1,35.016666666666666,-83.18333333333334,Acres,Type 3 Team,9851,NORTH CAROLINA,,,,,
15154,16422.0,N,H,03/27/2002,,901178.0,,NUMBER 5 #2,NM-MEA=053,75.0,,WF,33.0,16.0,RUIDOSO,105.0,30.0,heavy demob of crews and engines.  transition to type 3 incident likely on 3/27/02 at 0600.  south bull and east bull fires will be 100% mop-uped on 3/26/02  additional 16 miles of line completed,0,580.0,2002-03-25,2002-03-23,GARCIA,2,N5S,NM,1,2002,0.0,2002.0,NM-MEA=053|2002|1,33.266666666666666,-105.5,Acres,Type 2 Team,9851,NEW MEXICO,,,,,
15155,962.0,N,H,03/25/2002,10,700000.0,,KOKOPELLI,NM-N5S-0551X,100.0,,WF,33.0,23.0,"Near Alto, NM",105.0,39.0,"the approximately 1200 individuals evacuated from the various subdivisions were allowed to return home today.  some resource demobilization is occurring.  today has cooler temperatures with diminished windspeeds and increased rh, particularly te rh recovery at night.the increase in acres is due to mapping accuracy and the drop in the number of structures lost is a result of the discovery of a double countin error.  the increase in estimated dollars lost is from second assessment efforts.",0,166.0,2002-03-25,2002-03-23,Whitney,1,N5S,NM,1,2002,0.0,2002.0,NM-N5S-0551X|2002|1,33.38333333333333,-105.65,Acres,Type 1 Team,9851,NEW MEXICO,,,,,
15157,353.0,N,H,02/25/2002,,,,221/168B,FL-EVP-02015,100.0,,WF,25.0,36.0,"221 Ave and 168th At, East Everglades",80.0,33.0,nan,0,15.0,2002-03-26,2002-02-25,Sarah Culhane,,EVP,FL,1,2002,0.0,2002.0,FL-EVP-02015|2002|1,25.6,-80.55,Acres,,9851,FLORIDA,,,,,
15158,200.0,N,H,03/24/2002,,32000.0,,ROCKY MOUNTAIN,GA-CHF-02054,100.0,,WF,34.0,48.0,SOUTH ON 17/75 APPROX. 12 MILES FROM HIA,83.0,43.0,fire received over .5 inch rain.,0,25.0,2002-03-26,2002-03-24,SHELDON HENDERSON,,CHF,GA,1,2002,0.0,2002.0,GA-CHF-02054|2002|1,34.8,-83.71666666666667,Acres,,9851,GEORGIA,,,,,
15160,200.0,N,H,03/26/2002,,,,SATULAH,NC-NCF-02040,100.0,,WF,35.0,1.0,2 miles south of Highlands on US Hwy 28,83.0,11.0,additional burnout needed during the next daytime burning period.  vfd's called to protect structures during burnout.  law enforcement called to assist with traffic control during burnout and water drops along hwy 28.  100% containment accomplished.,0,0.0,2002-03-26,2002-03-24,RICHARD MCCLURE,3,NCF,NC,1,2002,0.0,2002.0,NC-NCF-02040|2002|1,35.016666666666666,-83.18333333333334,Acres,Type 3 Team,9851,NORTH CAROLINA,,,,,
15161,16422.0,N,H,03/27/2002,,3264794.0,,NUMBER 5 #2,NM-MEA=053,100.0,,WF,33.0,16.0,RUIDOSO,105.0,30.0,demob continues - transition to type iii team 1800 hrs. 3/27/02   minor injury to camp personel.fire 100% lined,0,394.0,2002-03-26,2002-03-23,GARCIA,2,N5S,NM,1,2002,0.0,2002.0,NM-MEA=053|2002|1,33.266666666666666,-105.5,Acres,Type 2 Team,9851,NEW MEXICO,,,,,
15162,985.0,N,H,03/25/2002,,700000.0,,KOKOPELLI,NM-N5S-0551X,100.0,,WF,33.0,24.0,"Near Alto, NM",105.0,38.0,"retaining 2 type 6 engines and 1 type 2 handcrew to continue patrol and mop-up.cost-to-date remain the 3/25/02 due to high estimate of initial costs.  mop-up and rehab of fire lines continues.  a transition to a type iii organization will occur on 3/27/02.  demob of resources continues.  the increase in fire acres is due to ""ground truthing"" of the fire perimeter.1 type 3 helicopter was flown for 0.5 hours2 fixed wing air attack ships were flown for 5.0 hours",0,193.0,2002-03-26,2002-03-23,Bateman,1,N5S,NM,1,2002,0.0,2002.0,NM-N5S-0551X|2002|1,33.4,-105.63333333333334,Acres,Type 1 Team,9851,NEW MEXICO,,,,,
15163,188.0,N,H,03/29/2002,,80000.0,,BIG ORANGE,SC-FMF-270,60.0,,WF,33.0,9.0,"BETHERA, 12 MI. N MONCKS CORNER, SC",79.0,48.0,"significant urban interface issues still present.  today, 8 homes and 6 outbuildings were imminently threatened.  tanker drops were key to saving the structures.  tanker drops were also used to pre-treat bay vegetation outside control lines for planned burnout operation.  long term drought and weather conditions are making fire behavior more erratic and causing control problems.  burnout operations conducted, closed bethera road. t63 dropped 3 loads of retardant  9000 gals. to support operations",0,55.0,2002-03-26,2002-03-25,KYLE SMITH,3,FMF,SC,1,2002,0.0,2002.0,SC-FMF-270|2002|1,33.15,-79.8,Acres,Type 3 Team,9851,SOUTH CAROLINA,,,,,
15165,16422.0,N,H,03/27/2002,,1608733.0,,NUMBER 5 #2,NM-MEA=053,100.0,,WF,33.0,16.0,RUIDOSO,105.0,30.0,"type iii transition 1800 3/27/02.3,315 chains/41.44 miles of line built.  activity within burn.",0,181.0,2002-03-27,2002-03-23,GARCIA,2,N5S,NM,1,2002,0.0,2002.0,NM-MEA=053|2002|1,33.266666666666666,-105.5,Acres,Type 2 Team,9851,NEW MEXICO,,,,,
15166,985.0,N,H,03/25/2002,,775000.0,,KOKOPELLI,NM-N5S-0551X,100.0,,WF,33.0,24.0,"Near Alto, NM",105.0,38.0,type i transitioned to type iii organization on 3/27/02 at 0600.  back to nm state forestry division.  mop-up and rehab of fire lines continues.  a transition to a type iii organization will occurred.,0,32.0,2002-03-27,2002-03-23,Bateman,1,N5S,NM,1,2002,0.0,2002.0,NM-N5S-0551X|2002|1,33.4,-105.63333333333334,Acres,Type 1 Team,9851,NEW MEXICO,,,,,
15167,188.0,N,H,03/29/2002,,100000.0,,BIG ORANGE,SC-FMF-270,60.0,,WF,33.0,9.0,"BETHERA, 12 MI. N MONCKS CORNER, SC",79.0,48.0,significant urban interface issues still present.  long term drought and weather conditions are making fire behavior more erratic and causing control problems.  bethera road was opened in early morning hours.  two engines are on night patrol.,0,24.0,2002-03-27,2002-03-25,KYLE SMITH,3,FMF,SC,1,2002,0.0,2002.0,SC-FMF-270|2002|1,33.15,-79.8,Acres,Type 3 Team,9851,SOUTH CAROLINA,,,,,
15169,600.0,N,L,03/28/2002,,2200.0,,CHENEY,AZ-AZS-02-0217,100.0,,WF,0.0,0.0,15 miles NW Springerville,0.0,0.0,nan,0,0.0,2002-03-28,2002-03-28,Kerrigan,,AZS,AZ,1,2002,0.0,2002.0,AZ-AZS-02-0217|2002|1,0.0,-0.0,Acres,,9851,ARIZONA,,,,,
15170,139.0,N,H,,,,,BATTLE FIRE,FL-FNF-02014,100.0,,WF,30.0,14.0,Lake City,82.0,22.0,fire was ignited by railroad.,0,8.0,2002-03-28,2002-03-26,Foster,,FNF,FL,1,2002,0.0,2002.0,FL-FNF-02014|2002|1,30.233333333333334,-82.36666666666666,Acres,,9851,FLORIDA,,,,,
15171,200.0,N,H,03/24/2002,,42000.0,,ROCKY MOUNTAIN,GA-CHF-02054,100.0,,WF,34.0,48.0,SOUTH ON 17/75 APPROX. 12 MILES FROM HIA,83.0,43.0,releasing crew from fire.  finished rehab.,0,25.0,2002-03-28,2002-03-24,SHELDON HENDERSON,,CHF,GA,1,2002,0.0,2002.0,GA-CHF-02054|2002|1,34.8,-83.71666666666667,Acres,,9851,GEORGIA,,,,,
15172,167.0,N,H,03/24/2002,,15000.0,,ANDREW COVE,GA-CHF-02055,100.0,,WF,34.0,47.0,"NORTH ON HWY 75, FS ROAD 79, 6 MILE UP",83.0,42.0,finished rehab. activities.,0,,2002-03-28,2002-03-24,WAYNE HERRON,,CHF,GA,1,2002,0.0,2002.0,GA-CHF-02055|2002|1,34.78333333333333,-83.7,Acres,,9851,GEORGIA,,,,,
15173,985.0,N,H,03/25/2002,,800000.0,,KOKOPELLI,NM-N5S-0551X,100.0,,WF,33.0,24.0,"Near Alto, NM",105.0,38.0,type i transitioned to type iii organization.  back to nm state forestry division.  mop-up and rehab of fire lines continues.,0,32.0,2002-03-28,2002-03-23,Bateman,1,N5S,NM,1,2002,0.0,2002.0,NM-N5S-0551X|2002|1,33.4,-105.63333333333334,Acres,Type 1 Team,9851,NEW MEXICO,,,,,
15174,188.0,N,H,03/29/2002,,150000.0,,BIG ORANGE,SC-FMF-270,100.0,,WF,33.0,9.0,"BETHERA, 12 MI. N MONCKS CORNER, SC",79.0,48.0,"significant urban interface issues still present.  long term drought and weather conditions are making fire behavior more erratic and causing control problems on all fire occurences.  burn-out performed by aerial ignition, but was not sucessful due to cloud cover and high humidity.",0,76.0,2002-03-28,2002-03-25,KYLE SMITH,3,FMF,SC,1,2002,0.0,2002.0,SC-FMF-270|2002|1,33.15,-79.8,Acres,Type 3 Team,9851,SOUTH CAROLINA,,,,,
15177,3030.0,N,H,04/01/02,,,,HULA,OK-OKA-02007,70.0,,WF,0.0,0.0,"2 miles North of Bowring, OK",0.0,0.0,none,0,27.0,2002-03-29,2002-03-28,J. Strom,,OSA,OK,1,2002,0.0,2002.0,OK-OKA-02007|2002|1,0.0,-0.0,Acres,,9851,OKLAHOMA,,,,,
15178,188.0,N,H,03/29/2002,,175000.0,,BIG ORANGE,SC-FMF-270,100.0,,WF,33.0,9.0,"BETHERA, 12 MI. N MONCKS CORNER, SC",79.0,48.0,"significant urban interface issues still present.  long term drought and weather conditions are making fire behavior more erratic and causing control problems on all fire occurences.  mop-up 100' around perimeter of fire using hose lay, engines, and stone boats.",0,68.0,2002-03-29,2002-03-25,KYLE SMITH,3,FMF,SC,1,2002,0.0,2002.0,SC-FMF-270|2002|1,33.15,-79.8,Acres,Type 3 Team,9851,SOUTH CAROLINA,,,,,
15180,250.0,N,U,,,,,ATMORE,CA-ANF-925,30.0,,WF,34.0,41.0,20 miles NE of Castaic,118.0,36.0,walker's t2 imt will transition to manage the fire at 0600 hours 03/31/02.,0,475.0,2002-03-30,2002-03-30,John Thomas,,ANF,CA,1,2002,0.0,2002.0,CA-ANF-925|2002|1,34.68333333333333,-118.6,Acres,,9851,CALIFORNIA,,,,,
15181,1500.0,N,H,03/29/2002,,,,BELL SLOP FIRE,NC-SWR-02001,100.0,,WF,35.0,0.0,,76.0,23.0,"fire began from a slop over from a rx burn due to unexpected sea breeze, not forecasted in nws spot forecast for 3/28/02.  spot over crossed bell is. rd. onto an adjacent unit which was slated for future prescribe burning.  fmo/ic tom crews declared it a wildfire and bgan burnout operations.  estimated 1500 acres involved in this unit.",0,20.0,2002-03-30,2002-03-28,TOM CREWS,,SWR,NC,1,2002,0.0,2002.0,NC-SWR-02001|2002|1,35.0,-76.38333333333334,Acres,,9851,NORTH CAROLINA,,,,,
15183,133.0,N,U,04/01/2002,,,,ATMORE,CA-ANF-925,85.0,,WF,34.0,41.0,20 miles NE of Castaic,118.0,36.0,size reduction due to more accurate gps/gis mapping.  heavy demob expected tomorrow.,0,519.0,2002-03-31,2002-03-30,Norm Walker,2,ANF,CA,1,2002,0.0,2002.0,CA-ANF-925|2002|1,34.68333333333333,-118.6,Acres,Type 2 Team,9851,CALIFORNIA,,,,,
15184,300.0,N,L,04/01/2002,,,,BULL,NM-GNF-005,10.0,,WF,33.0,33.0,W. of Negrito Fire Base SE Reserve NM,108.0,40.0,thought to be lightning fire from saturdays storms. accessible but not a threat to anything.,0,7.0,2002-03-31,2002-03-31,Dewey Rebbe,,GNF,NM,1,2002,0.0,2002.0,NM-GNF-005|2002|1,33.55,-108.66666666666667,Acres,,9851,NEW MEXICO,,,,,
15185,16422.0,N,H,03/27/2002,,,,NUMBER 5 #2,NM-MEA=053,100.0,,WF,33.0,16.0,RUIDOSO,105.0,30.0,we are not receiving 209's from the fire.  this will be the final.  activity within burn.,0,9.0,2002-03-31,2002-03-23,GARCIA,2,N5S,NM,1,2002,0.0,2002.0,NM-MEA=053|2002|1,33.266666666666666,-105.5,Acres,Type 2 Team,9851,NEW MEXICO,,,,,
15186,985.0,N,H,03/25/2002,,820000.0,,KOKOPELLI,NM-N5S-0551X,100.0,,WF,33.0,24.0,"Near Alto, NM",105.0,38.0,"due to reduced staffing at the fire, the fire being contained, and direction from swicc intel, this will be the final 209.  mop-up and rehab of fire lines continues.",0,4.0,2002-03-31,2002-03-23,Bateman,1,N5S,NM,1,2002,0.0,2002.0,NM-N5S-0551X|2002|1,33.4,-105.63333333333334,Acres,Type 1 Team,9851,NEW MEXICO,,,,,
15188,133.0,N,U,,,,,ATMORE,CA-ANF-925,100.0,,WF,34.0,41.0,20 miles NE of Castaic,118.0,36.0,transition to type 3 organization 4/2/02 0600  rehab continued. significant demob today.,0,237.0,2002-04-01,2002-03-30,Norm Walker,2,ANF,CA,1,2002,0.0,2002.0,CA-ANF-925|2002|1,34.68333333333333,-118.6,Acres,Type 2 Team,9851,CALIFORNIA,,,,,
15190,100.0,N,L,,,1000.0,,MIDDLE,NM-GNF-006,,,WFU,33.0,21.0,GILA WILDERNESS,108.0,27.0,fire was flown by aerial observer today.  a fire use mgmt team has been ordered.,0,1.0,2002-04-01,2002-03-31,IRWIN,3,GNF,NM,1,2002,0.0,2002.0,NM-GNF-006|2002|1,33.35,-108.45,Acres,Type 3 Team,1,NEW MEXICO,,,,,
15191,400.0,N,U,,,,,CHAVEZ,NM-N3S-3042,,,WF,34.0,30.0,6 MILES NE OF BERNARDO,106.0,47.0,"evacuations took place, 2 structures lost, unknown if residence or outbuildings4 air tankers and a lead plane were used today.",0,6.0,2002-04-01,2002-04-01,ONSTAD,3,N3S,NM,1,2002,0.0,2002.0,NM-N3S-3042|2002|1,34.5,-106.78333333333333,Acres,Type 3 Team,9851,NEW MEXICO,,,,,
15193,133.0,N,H,,,,,ATMORE,CA-ANF-925,100.0,,WF,34.0,41.0,20 miles NE of Castaic,118.0,36.0,transition to type 3 organization 4/2/02 0600  rehab continued. significant demob today.,0,89.0,2002-04-02,2002-03-30,Everado Gonzales,3,ANF,CA,1,2002,0.0,2002.0,CA-ANF-925|2002|1,34.68333333333333,-118.6,Acres,Type 3 Team,9851,CALIFORNIA,,,,,
