STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,F_POPLSA,POPU_UND,CENTLIB,F_CENLIB,BRANLIB,F_BRLIB,BKMOB,F_BKMOB,MASTER,F_MASTER,LIBRARIA,F_LIBRAR,OTHPAID,F_OTHSTF,TOTSTAFF,F_TOTSTF,LOCGVT,F_LOCGVT,STGVT,F_STGVT,FEDGVT,F_FEDGVT,OTHINCM,F_OTHINC,TOTINCM,F_TOTINC,SALARIES,F_SALX,BENEFIT,F_BENX,STAFFEXP,F_TOSTFX,PRMATEXP,F_PRMATX,ELMATEXP,F_ELMATX,OTHMATEX,F_OTMATX,TOTEXPCO,F_TOCOLX,OTHOPEXP,F_OTHOPX,TOTOPEXP,F_TOTOPX,LCAP_REV,F_LCAPRV,SCAP_REV,F_SCAPRV,FCAP_REV,F_FCAPRV,OCAP_REV,F_OCAPRV,CAP_REV,F_TCAPRV,CAPITAL,F_TCAPX,BKVOL,F_BKVOL,EBOOK,F_EBOOK,AUDIO_PH,F_AUD_PH,AUDIO_DL,F_AUD_DL,VIDEO_PH,F_VID_PH,VIDEO_DL,F_VID_DL,EC_LO_OT,F_EC_L_O,EC_ST,F_EC_ST,ELECCOLL,F_ELECOL,HRS_OPEN,F_HRS_OP,VISITS,F_VISITS,VISITRPT,REFERENC,F_REFER,REFERRPT,REGBOR,F_REGBOR,TOTCIR,F_TOTCIR,KIDCIRCL,F_KIDCIR,ELMATCIR,F_EMTCIR,PHYSCIR,F_PHYSCR,ELINFO,F_ELINFO,ELCONT,F_ELCONT,TOTCOLL,F_TOTCOL,LOANTO,F_LOANTO,LOANFM,F_LOANFM,TOTPRO,F_TOTPRO,KIDPRO,F_KIDPRO,YAPRO,F_YAPRO,TOTATTEN,F_TOTATT,KIDATTEN,F_KIDATT,YAATTEN,F_YAATT,GPTERMS,F_GPTERM,PITUSR,F_PITUSR,WIFISESS,F_WIFISS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE,C19CLOSE,C19PUBSV,C19ELMAT,C19ECRD1,C19ECRD2,C19REFER,C19OUTSD,C19LIVEP,C19RECDP,C19XWIF1,C19XWIF2,C19XWIF3,C19STOTH
OH,OH0223,323C,WORCH MEMORIAL PUBLIC LIBRARY,790 SOUTH CENTER ST.,VERSAILLES,45380,9560,P.O. BOX 336,VERSAILLES,45380,0336,DARKE,9375263416,NO,SD,SO,Y,SD1,N,01/01/2020,12/31/2020,6399,R_20,6394,1,R_20,0,R_20,0,R_20,1.13,R_20,3.71,R_20,0.38,R_20,4.09,R_20,0,R_20,344420,R_20,0,R_20,9727,R_20,354147,R_20,144706,R_20,35755,R_20,180461,R_20,19327,R_20,1550,R_20,9488,R_20,30365,R_20,39774,R_20,250600,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,35610,R_20,369905,R_20,315,R_20,122373,R_20,3715,R_20,3762,R_20,1,R_20,62,R_20,63,R_20,2200,R_20,5720,R_20,CT,416,R_20,CT,3381,R_20,50579,R_20,21187,R_20,9662,R_20,40917,R_20,148,R_20,9810,R_20,50727,R_20,1924,R_20,2031,R_20,327,R_20,243,R_20,40,R_20,5794,R_20,4861,R_20,311,R_20,14,R_20,713,R_20,0,IG18,-1,2021,03,2,00,00,00,-84.48404751,40.21463999,39,037,79912,51205,41,41,5301,2024,3908,24820,1,E,100,POINTADDRESS,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N
OH,OH0224,324C,ELLA M. EVERHARD PUBLIC LIBRARY,132 BROAD ST.,WADSWORTH,44281,1850,132 BROAD ST.,WADSWORTH,44281,1850,MEDINA,3303345761,ME,SD,SO,Y,SD1,N,01/01/2020,12/31/2020,27195,R_20,27175,1,R_20,0,R_20,0,R_20,7.15,R_20,7.15,R_20,19.7,R_20,26.85,R_20,1732964,R_20,943209,R_20,0,R_20,287370,R_20,2963543,R_20,1154934,R_20,376522,R_20,1531456,R_20,87013,R_20,77573,R_20,59745,R_20,224331,R_20,429670,R_20,2185457,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,162326,R_20,159589,R_20,369905,R_20,24234,R_20,122373,R_20,24458,R_20,3762,R_20,11,R_20,62,R_20,73,R_20,2730,R_20,126068,IG19,M,50952,IG19,M,20460,R_20,387972,R_20,178326,R_20,65856,R_20,322116,R_20,90094,R_20,155950,R_20,478066,R_20,14302,R_20,11987,R_20,616,R_20,508,R_20,18,R_20,10269,R_20,8929,R_20,506,R_20,6,R_20,11218,R_20,5482,R_20,133892,2021,03,2,00,00,00,-81.72822678,41.02551318,39,103,80304,180912,21,21,4171,1021,3916,17460,0,E,100,POINTADDRESS,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
OH,OH0225,325C,AUGLAIZE COUNTY PUBLIC DISTRICT LIBRARY,203 S. PERRY ST.,WAPAKONETA,45895,1900,203 S. PERRY ST.,WAPAKONETA,45895,1900,AUGLAIZE,4197382921,ME,CO,MO,Y,CO1,N,01/01/2020,12/31/2020,19210,R_20,19196,1,R_20,5,R_20,0,R_20,0.95,R_20,11.93,R_20,0.75,R_20,12.68,R_20,0,R_20,1112157,R_20,3000,R_20,82650,R_20,1197807,R_20,516822,R_20,124268,R_20,641090,R_20,50317,R_20,0,R_20,32106,R_20,82423,R_20,195576,R_20,919089,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,13393,R_20,106884,R_20,369905,R_20,2100,R_20,122373,R_20,9270,R_20,3762,R_20,0,R_20,62,R_20,62,R_20,7800,R_20,109868,IG19,M,12414,IG19,M,21422,R_20,213114,R_20,6716,R_20,48071,R_20,165043,R_20,9634,R_20,57705,R_20,222748,R_20,0,R_20,1656,R_20,402,R_20,267,R_20,29,R_20,5567,R_20,4590,R_20,314,R_20,29,R_20,4198,R_20,15016,R_20,-1,2021,03,2,00,00,00,-84.19490379,40.56867666,39,011,80766,45680,31,32,403,2057,3904,47540,1,E,99.04,POINTADDRESS,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
OH,OH0226,326C,WARREN-TRUMBULL COUNTY PUBLIC LIBRARY,444 MAHONING AVE. N.W.,WARREN,44483,4606,444 MAHONING AVE. N.W.,WARREN,44483,4606,TRUMBULL,3303998807,ME,CO,MO,Y,CO1,N,01/01/2020,12/31/2020,148414,R_20,148304,1,R_20,5,R_20,1,R_20,23.4,R_20,24.4,R_20,51.7,R_20,76.1,R_20,2947742,R_20,3946357,R_20,0,R_20,518951,R_20,7413050,R_20,3047451,R_20,1149352,R_20,4196803,R_20,266338,R_20,189496,R_20,216130,R_20,671964,R_20,936827,R_20,5805594,R_20,0,R_20,0,R_20,0,R_20,9152144,R_20,9152144,R_20,971367,R_20,382974,R_20,682137,R_20,51029,R_20,276132,R_20,39732,R_20,18438,R_20,0,R_20,62,R_20,62,R_20,12316,R_20,379379,IG19,M,161426,IG19,M,55399,R_20,546670,R_20,31236,R_20,71264,R_20,475406,R_20,23973,R_20,95237,R_20,570643,R_20,17040,R_20,10156,R_20,287,R_20,229,R_20,27,R_20,1655,R_20,1427,R_20,99,R_20,22,R_20,23949,R_20,7032,R_20,53777,2021,03,2,00,00,00,-80.82315583,41.23997951,39,155,80892,196800,13,21,9338,4006,3913,49660,0,E,100,POINTADDRESS,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y
OH,OH0227,327C,CARNEGIE PUBLIC LIBRARY,127 S. NORTH ST.,WASHINGTON CH,43160,2297,127 S. NORTH ST.,WASHINGTON CH,43160,2297,FAYETTE,7403352540,ME,CI,MO,Y,CI1,N,01/01/2020,12/31/2020,29030,R_20,29008,1,R_20,1,R_20,0,R_20,1.88,R_20,4.69,R_20,9.44,R_20,14.13,R_20,0,R_20,945557,R_20,0,R_20,34227,R_20,979784,R_20,520368,R_20,192713,R_20,713081,R_20,15507,R_20,2155,R_20,3172,R_20,20834,R_20,191683,R_20,925598,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,52676,R_20,369905,R_20,1301,R_20,122373,R_20,4559,R_20,3762,R_20,1,R_20,62,R_20,63,R_20,5200,R_20,77240,IG19,M,4417,IG19,M,9147,R_20,80294,R_20,21401,R_20,22726,R_20,57568,R_20,5759,R_20,28485,R_20,86053,R_20,10021,R_20,20295,R_20,170,R_20,150,R_20,10,R_20,2120,R_20,2000,R_20,20,R_20,24,R_20,3950,R_20,20077,R_20,16786,2021,03,2,00,00,00,-83.43699098,39.53650408,39,047,81718,28579,32,32,9262,2012,3910,47920,1,E,97.92,POINTADDRESS,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
OH,OH0228,328C,WAUSEON PUBLIC LIBRARY,117 E. ELM ST.,WAUSEON,43567,1444,117 E. ELM ST.,WAUSEON,43567,1444,FULTON,4193356626,ME,SD,SO,Y,SD1,N,01/01/2020,12/31/2020,10363,R_20,10355,1,R_20,0,R_20,0,R_20,0,IG19,2,R_20,5.55,R_20,7.55,R_20,206661,R_20,343170,R_20,25000,R_20,65436,R_20,640267,R_20,205548,R_20,32491,R_20,238039,R_20,13220,R_20,237,R_20,12008,R_20,25465,R_20,109800,R_20,373304,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,29438,R_20,369905,R_20,1587,R_20,122373,R_20,2842,R_20,3762,R_20,0,R_20,62,R_20,62,R_20,2080,R_20,21904,IG19,M,1644,IG19,M,5309,R_20,55931,R_20,20666,R_20,12223,R_20,43708,R_20,287,R_20,12510,R_20,56218,R_20,6153,R_20,12639,R_20,76,R_20,51,R_20,9,R_20,871,R_20,634,R_20,84,R_20,5,R_20,1667,R_20,2688,R_20,-1,2021,03,2,00,00,00,-84.14077044,41.54933083,39,051,81928,41889,32,32,407.02,2027,3905,45780,0,E,100,POINTADDRESS,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N
OH,OH0229,329C,GARNET A. WILSON PL OF PIKE CO,207 N. MARKET ST.,WAVERLY,45690,1176,207 N. MARKET ST.,WAVERLY,45690,1176,PIKE,7409474921,ME,CO,MO,Y,CO1,N,01/01/2020,12/31/2020,28709,R_20,28688,1,R_20,3,R_20,0,R_20,0,IG19,2.7,R_20,12.9,R_20,15.6,R_20,361227,R_20,881862,R_20,0,R_20,110387,R_20,1353476,R_20,534336,R_20,181010,R_20,715346,R_20,60227,R_20,5000,R_20,21410,R_20,86637,R_20,260745,R_20,1062728,R_20,0,R_20,0,R_20,0,R_20,50693,R_20,50693,R_20,666,R_20,92215,R_20,396074,R_20,3488,R_20,135140,R_20,18339,R_20,3767,R_20,0,R_20,62,R_20,62,R_20,10504,R_20,7800,R_20,CT,7436,R_20,CT,9017,R_20,77145,R_20,11300,R_20,13229,R_20,63916,R_20,1456,R_20,14685,R_20,78601,R_20,23953,R_20,10879,R_20,227,R_20,147,R_20,17,R_20,2590,R_20,1572,R_20,96,R_20,12,R_20,3733,R_20,28812,R_20,-1,2021,03,2,00,00,00,-82.985771,39.12721633,39,131,81935,27695,32,32,9525,3009,3902,-4,N,E,100,POINTADDRESS,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N
OH,OH0230,330C,WAYNE PUBLIC LIBRARY,137 E. MAIN ST.,WAYNE,43466,9605,137 EAST MAIN,WAYNE,43466,9605,WOOD,4192882708,ME,SD,SO,Y,SD1,N,01/01/2020,12/31/2020,6293,R_20,6288,1,R_20,0,R_20,0,R_20,0.94,R_20,2.69,R_20,1.6,R_20,4.29,R_20,250474,R_20,265923,R_20,0,R_20,18535,R_20,534932,R_20,150816,R_20,24314,R_20,175130,R_20,20186,R_20,1500,R_20,4811,R_20,26497,R_20,56795,R_20,258422,R_20,0,R_20,0,R_20,25000,R_20,0,R_20,25000,R_20,0,R_20,54863,R_20,369905,R_20,1002,R_20,122373,R_20,4421,R_20,3762,R_20,2,R_20,62,R_20,64,R_20,2288,R_20,10575,IG19,M,1013,IG19,M,3442,R_20,65361,R_20,32430,R_20,3548,R_20,61813,R_20,224,R_20,3772,R_20,65585,R_20,18119,R_20,6102,R_20,139,R_20,132,R_20,5,R_20,1003,R_20,887,R_20,21,R_20,9,R_20,300,R_20,3000,R_20,-1,2021,03,2,00,00,00,-83.47228457,41.30086829,39,173,82334,131113,42,42,221,2022,3905,45780,0,E,100,POINTADDRESS,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
OH,OH0231,331C,MARY L. COOK PUBLIC LIBRARY,381 OLD STAGE RD.,WAYNESVILLE,45068,8701,381 OLD STAGE RD.,WAYNESVILLE,45068,8701,WARREN,5138974826,ME,SD,MO,Y,SD1,N,01/01/2020,12/31/2020,19478,R_20,19464,1,R_20,1,R_20,0,R_20,2.15,R_20,5.95,R_20,7.43,R_20,13.38,R_20,792317,R_20,773551,R_20,0,R_20,23949,R_20,1589817,R_20,515878,R_20,116370,R_20,632248,R_20,41171,R_20,68083,R_20,26788,R_20,136042,R_20,157018,R_20,925308,R_20,0,R_20,0,R_20,0,R_20,42568,R_20,42568,R_20,2353708,R_20,60868,R_20,860363,R_20,2294,R_20,531695,R_20,6710,R_20,22429,R_20,3,R_20,62,R_20,65,R_20,2083,R_20,73002,IG19,M,17765,IQ20,M,9614,R_20,182571,R_20,34641,R_20,29692,R_20,152879,R_20,2134,R_20,31826,R_20,184705,R_20,119,IK19,1022,R_20,367,R_20,346,R_20,11,R_20,23754,R_20,23279,R_20,355,R_20,10,R_20,991,R_20,1921,R_20,-1,2021,03,2,00,00,00,-84.08491293,39.53697439,39,165,82418,238412,21,21,310.01,1006,3901,17140,0,E,100,POINTADDRESS,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
OH,OH0232,332C,HERRICK MEMORIAL PUBLIC LIBRARY,101 WILLARD MEMORIAL SQUARE,WELLINGTON,44090,1342,101 WILLARD MEMORIAL SQUARE,WELLINGTON,44090,1342,LORAIN,4406472120,ME,OT,SO,Y,CI2,N,01/01/2020,12/31/2020,9458,R_20,9451,1,R_20,0,R_20,0,R_20,1.93,R_20,1.95,R_20,4.3,R_20,6.25,R_20,290789,R_20,306368,R_20,0,R_20,41608,R_20,638765,R_20,248843,R_20,74560,R_20,323403,R_20,60670,R_20,0,R_20,18656,R_20,79326,R_20,120757,R_20,523486,R_20,0,R_20,0,R_20,0,R_20,5189,R_20,5189,R_20,6617,R_20,46491,R_20,369905,R_20,1536,R_20,122373,R_20,6522,R_20,3762,R_20,0,R_20,62,R_20,62,R_20,1403,R_20,18728,IG19,M,3506,IG19,M,7116,R_20,58432,R_20,20166,R_20,8930,R_20,49502,R_20,900,R_20,9830,R_20,59332,R_20,1,R_20,69,R_20,187,R_20,155,R_20,2,R_20,2184,R_20,1823,R_20,13,R_20,5,R_20,1266,R_20,0,R_20,-1,2021,03,2,00,00,00,-82.21717898,41.16815247,39,093,82642,312172,32,32,961,5012,3907,17460,0,E,100,POINTADDRESS,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N
OH,OH0233,333C,SYLVESTER MEMORIAL WELLSTON PUBLIC LIBRARY,135 E. SECOND ST.,WELLSTON,45692,1207,135 E. SECOND ST.,WELLSTON,45692,1207,JACKSON,7403846660,ME,SD,SO,Y,SD1,N,01/01/2020,12/31/2020,9281,R_20,9274,1,R_20,0,R_20,0,R_20,0,R_20,1,R_20,5.5,R_20,6.5,R_20,0,R_20,364499,R_20,0,R_20,75095,R_20,439594,R_20,245231,R_20,60626,R_20,305857,R_20,10911,R_20,0,R_20,4767,R_20,15678,R_20,66042,R_20,387577,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,33002,R_20,836376,R_20,985,R_20,520872,R_20,1687,R_20,44288,R_20,1,R_20,62,R_20,63,R_20,2184,R_20,10556,R_20,CT,572,R_20,CT,9969,R_20,25708,R_20,5281,R_20,4240,R_20,21468,R_20,677,R_20,4917,R_20,26385,R_20,3504,R_20,2469,R_20,109,R_20,60,R_20,41,R_20,1091,R_20,719,R_20,282,R_20,8,R_20,1711,R_20,1887,R_20,-1,2021,03,1,00,00,00,-82.53354578,39.12168608,39,079,82712,32493,32,32,9572,4020,3906,27160,1,E,100,POINTADDRESS,Y,Y,N,N,N,Y,Y,N,N,Y,N,Y,N
OH,OH0234,334C,WELLSVILLE CARNEGIE PUBLIC LIBRARY,115 NINTH ST.,WELLSVILLE,43968,1463,115 NINTH ST.,WELLSVILLE,43968,1463,COLUMBIANA,3305321526,ME,SD,SO,Y,SD1,N,01/01/2020,12/31/2020,4945,R_20,4941,1,R_20,0,R_20,0,R_20,1.88,R_20,4.25,R_20,1.2,R_20,5.45,R_20,0,R_20,418892,R_20,0,R_20,42890,R_20,461782,R_20,201078,R_20,65468,R_20,266546,R_20,32176,R_20,5120,R_20,18927,R_20,56223,R_20,132649,R_20,455418,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,71266,R_20,369905,R_20,1871,R_20,122373,R_20,3511,R_20,3762,R_20,0,R_20,62,R_20,62,R_20,1664,R_20,7691,IG19,M,5873,IG19,M,3614,R_20,24018,R_20,4120,R_20,6432,R_20,17586,R_20,521,R_20,6953,R_20,24539,R_20,493,R_20,454,R_20,25,R_20,24,R_20,0,R_20,388,R_20,379,R_20,0,R_20,7,R_20,1352,ID20,19032,R_20,-1,2021,03,2,00,00,00,-80.64658358,40.60395508,39,029,82740,101118,31,31,9518,3009,3906,41400,1,E,100,POINTADDRESS,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N
OH,OH0235,335C,HURT/BATTELLE MEMORIAL LIBRARY/WEST JEFFERSON,270 LILLY CHAPEL RD.,WEST JEFFERSON,43162,1422,270 LILLY CHAPEL RD.,WEST JEFFERSON,43162,1422,MADISON,6148798448,NO,SD,SO,Y,SD1,N,01/01/2020,12/31/2020,7052,R_20,7047,1,R_20,0,R_20,0,R_20,1,R_20,2,R_20,3.5,R_20,5.5,R_20,268956,R_20,344529,R_20,25000,R_20,47458,R_20,685943,R_20,238124,R_20,36471,R_20,274595,R_20,18311,R_20,3549,R_20,15682,R_20,37542,R_20,140615,R_20,452752,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,38243,R_20,848965,R_20,739,R_20,527280,R_20,5489,R_20,22004,R_20,1,R_20,62,R_20,63,R_20,3068,R_20,25454,IG19,M,6289,IG19,M,7682,R_20,23274,R_20,8990,R_20,4955,R_20,18319,R_20,559,R_20,5514,R_20,23833,R_20,0,R_20,2648,R_20,201,R_20,146,R_20,10,R_20,5026,R_20,4209,R_20,123,R_20,16,R_20,2694,ID20,3468,R_20,-1,2021,03,2,00,00,00,-83.27405541,39.93909917,39,097,83580,44559,31,31,405,3003,3915,18140,0,E,100,POINTADDRESS,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N
OH,OH0236,336C,MILTON UNION PUBLIC LIBRARY,560 S. MAIN ST.,WEST MILTON,45383,1406,560 S. MAIN ST.,WEST MILTON,45383,1406,MIAMI,9376985515,ME,SD,SO,Y,SD1,N,01/01/2020,12/31/2020,9729,R_20,9722,1,R_20,0,R_20,0,R_20,0,IG19,1.75,R_20,5.95,R_20,7.7,R_20,112523,R_20,377203,R_20,0,R_20,39202,R_20,528928,R_20,275751,R_20,64943,R_20,340694,R_20,26650,R_20,44112,R_20,14767,R_20,85529,R_20,125892,R_20,552115,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,50956,R_20,369905,R_20,2300,R_20,122373,R_20,5780,R_20,3762,R_20,11,R_20,62,R_20,73,R_20,2912,R_20,38807,IG19,M,3981,IG19,M,6861,R_20,68065,R_20,17801,R_20,13801,R_20,54264,R_20,3070,R_20,16871,R_20,71135,R_20,16502,R_20,15082,R_20,269,R_20,149,R_20,79,R_20,4436,R_20,2953,R_20,1106,R_20,1,R_20,1386,R_20,8126,R_20,21278,2021,03,2,00,00,00,-84.32665691,39.95544648,39,109,83902,107516,21,21,3450,4012,3908,19430,0,E,100,POINTADDRESS,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N
OH,OH0237,337C,WESTERVILLE PUBLIC LIBRARY,126 S. STATE ST.,WESTERVILLE,43081,2029,126 S. STATE ST.,WESTERVILLE,43081,2029,FRANKLIN,6148827277,NO,SD,SO,Y,SD1,N,01/01/2020,12/31/2020,90764,R_20,90697,1,R_20,0,R_20,0,R_20,27.7,R_20,38.75,R_20,42.83,R_20,81.58,R_20,4279552,R_20,3046237,R_20,25000,R_20,830762,R_20,8181551,R_20,3350044,R_20,1156595,R_20,4506639,R_20,364249,R_20,234183,R_20,403934,R_20,1002366,R_20,1409958,R_20,6918963,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,177123,R_20,874216,R_20,14173,R_20,547616,R_20,30578,R_20,21713,R_20,25,R_20,62,R_20,87,R_20,1092,R_20,348779,IG19,M,45558,IG19,M,94829,R_20,1099120,R_20,314483,R_20,362035,R_20,737085,R_20,681343,R_20,1043378,R_20,1780463,R_20,9131,R_20,9851,R_20,771,R_20,435,R_20,39,R_20,23552,R_20,17758,R_20,1514,R_20,123,R_20,125897,R_20,62300,R_20,1100000,2021,03,2,00,00,00,-82.93044818,40.12283346,39,049,83342,1324624,21,21,70.2,4051,3912,18140,0,E,100,POINTADDRESS,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
OH,OH0238,338C,PORTER PUBLIC LIBRARY,27333 CENTER RIDGE RD.,WESTLAKE,44145,3947,27333 CENTER RIDGE RD.,WESTLAKE,44145,3947,CUYAHOGA,4408712600,ME,SD,SO,Y,SD1,N,01/01/2020,12/31/2020,32680,R_20,32656,1,R_20,0,R_20,0,R_20,17.5,R_20,32.7,R_20,23.7,R_20,56.4,R_20,3508454,R_20,1210380,R_20,28000,R_20,568433,R_20,5315267,R_20,2652221,R_20,742529,R_20,3394750,R_20,239558,R_20,356766,R_20,138980,R_20,735304,R_20,765362,R_20,4895416,R_20,0,R_20,0,R_20,0,R_20,31777,R_20,31777,R_20,366259,R_20,117286,R_20,20420,R_20,21007,R_20,5272,R_20,39996,R_20,0,R_20,23,R_20,62,R_20,85,R_20,2522,R_20,229195,IG19,M,61730,IG19,M,26290,R_20,889407,R_20,310762,R_20,123193,R_20,766214,R_20,192283,R_20,315476,R_20,1081690,R_20,11611,R_20,8214,R_20,1139,R_20,777,R_20,82,R_20,37819,R_20,27887,R_20,2704,R_20,12,R_20,12943,R_20,178050,R_20,281269,2021,03,2,00,00,00,-81.92495767,41.44829541,39,035,83622,1227883,21,21,1891.09,3000,3916,17460,0,E,100,POINTADDRESS,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N
OH,OH0239,339C,WESTON PUBLIC LIBRARY,13153 MAIN ST.,WESTON,43569,9680,P.O. BOX 345,WESTON,43569,0345,WOOD,4196693415,ME,SD,MO,Y,SD1,N,01/01/2020,12/31/2020,9825,R_20,9818,1,R_20,1,R_20,0,R_20,0,R_20,2.75,R_20,4.28,R_20,7.03,R_20,243781,R_20,333809,R_20,0,R_20,9868,R_20,587458,R_20,212371,R_20,64675,R_20,277046,R_20,44800,R_20,0,R_20,10215,R_20,55015,R_20,91607,R_20,423668,R_20,0,R_20,0,R_20,50000,R_20,1651,R_20,51651,R_20,0,R_20,54445,R_20,366639,R_20,37,R_20,122373,R_20,4155,R_20,3762,R_20,0,R_20,62,R_20,62,R_20,3120,R_20,4888,R_20,CT,1144,R_20,CT,3145,R_20,62367,R_20,20493,R_20,4856,R_20,57511,R_20,218,R_20,5074,R_20,62585,R_20,18194,R_20,11234,R_20,63,R_20,29,R_20,10,R_20,239,R_20,104,R_20,43,R_20,7,R_20,401,R_20,196,R_20,-1,2021,03,1,00,00,00,-83.79573803,41.344119,39,173,83972,131113,42,42,214,2024,3905,45780,0,E,100,POINTADDRESS,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N
OH,OH0240,340C,WICKLIFFE PUBLIC LIBRARY,1713 LINCOLN RD.,WICKLIFFE,44092,2414,1713 LINCOLN RD.,WICKLIFFE,44092,2414,LAKE,4409446010,ME,SD,SO,Y,SD1,N,01/01/2020,12/31/2020,12753,R_20,12744,1,R_20,0,R_20,0,R_20,1.6,R_20,6.35,R_20,10.18,R_20,16.53,R_20,622839,R_20,786635,R_20,0,R_20,176694,R_20,1586168,R_20,647811,R_20,200755,R_20,848566,R_20,51352,R_20,53364,R_20,40914,R_20,145630,R_20,95243,R_20,1089439,R_20,0,R_20,0,R_20,0,R_20,0,R_20,0,R_20,667000,R_20,69478,R_20,236972,R_20,4344,R_20,88684,R_20,14495,R_20,4662,R_20,6,R_20,62,R_20,68,R_20,3588,R_20,76492,R_20,CT,68952,R_20,CT,8337,R_20,231859,R_20,61724,R_20,30163,R_20,201696,R_20,2037,R_20,32200,R_20,233896,R_20,68319,R_20,41537,R_20,200,R_20,102,R_20,78,R_20,8621,R_20,4532,R_20,2532,R_20,19,R_20,6673,R_20,10902,R_20,-1,2021,03,1,00,00,00,-81.47407607,41.60377665,39,085,85036,229569,21,21,2008,1004,3914,17460,0,E,100,POINTADDRESS,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N
OH,OH0241,341C,HURON COUNTY COMMUNITY LIBRARY,6 W. EMERALD ST.,WILLARD,44890,1417,6 W. EMERALD ST.,WILLARD,44890,1417,HURON,4199338564,ME,SD,MO,Y,SD1,N,01/01/2020,12/31/2020,27957,R_20,27936,1,R_20,3,R_20,0,R_20,2.81,R_20,4.69,R_20,18.06,R_20,22.75,R_20,525734,R_20,710148,R_20,0,R_20,112908,R_20,1348790,R_20,566675,R_20,177766,R_20,744441,R_20,40646,R_20,8715,R_20,32178,R_20,81539,R_20,256681,R_20,1082661,R_20,0,R_20,0,R_20,0,R_20,60,R_20,60,R_20,0,R_20,59036,R_20,369905,R_20,2959,R_20,122373,R_20,12827,R_20,3762,R_20,2,R_20,62,R_20,64,R_20,4980,R_20,72852,R_20,CT,28026,IG19,M,10428,R_20,89716,R_20,33164,R_20,15165,R_20,74551,R_20,4996,R_20,20161,R_20,94712,R_20,16748,R_20,21027,R_20,609,R_20,376,R_20,64,R_20,13303,R_20,9219,R_20,446,R_20,11,R_20,3333,R_20,13214,R_20,-1,2021,03,2,00,00,00,-82.72639267,41.05517988,39,077,85232,57979,32,42,9162,2029,3907,35940,1,E,100,POINTADDRESS,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
