STABR,FSCSKEY,FSCS_SEQ,C_FSCS,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,F_SQ_FT,L_NUM_BM,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,OBEREG,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE,C19WKSCL,C19WKSLO
NY,NY0304,002,Y,3600414430,NEW YORK MILLS PUBLIC LIBRARY,399 MAIN STREET,NEW YORK MILLS,13417,1231,ONEIDA,3157365391,CE,7360,R_20,0,1306,R_20,33,R_20,2021,02,00,00,00,-75.29278424,43.1032286,36,065,51011,227346,22,234,1018,3622,46540,0,E,100,POINTADDRESS,19,8
NY,NY0305,002,Y,3600414830,ORISKANY PUBLIC LIBRARY,621 UTICA STREET,ORISKANY,13424,4619,ONEIDA,3157362532,CE,3146,R_20,0,1110,R_20,39,R_20,2021,02,00,00,00,-75.33248119,43.15694344,36,065,55365,227346,22,261,1017,3622,46540,0,E,100,POINTADDRESS,13,2
NY,NY0306,002,Y,3600414840,C. W. CLARK MEMORIAL LIBRARY,160 NORTH MAIN STREET,ORISKANY FALLS,13425,7700,ONEIDA,3158217850,CE,3141,R_20,0,1430,R_20,37,R_20,2021,02,00,00,00,-75.4594542,42.93985001,36,065,55376,227346,42,256.02,2004,3622,46540,0,E,100,POINTADDRESS,15,0
NY,NY0307,002,Y,3600415385,PROSPECT FREE LIBRARY,915 TRENTON FALLS STREET,PROSPECT,13435,M,ONEIDA,3158962736,CE,1810,R_20,0,22,R_20,44,R_20,2021,02,00,00,00,-75.15164783,43.30094818,36,065,59883,227346,42,240,1050,3622,46540,0,E,100,POINTADDRESS,8,0
NY,NY0308,002,Y,3600415510,DIDYMUS THOMAS LIBRARY,9639 MAIN STREET,REMSEN,13438,3832,ONEIDA,3158315651,CE,3192,R_20,0,780,R_20,39,R_20,2021,02,00,00,00,-75.18740587,43.32800149,36,065,61115,227346,42,241.02,2065,3622,46540,0,E,100,POINTADDRESS,13,28
NY,NY0309,002,Y,3600415650,JERVIS PUBLIC LIBRARY,613 NORTH WASHINGTON STREET,ROME,13440,4296,ONEIDA,3153364570,CE,29629,R_20,0,2320,R_20,39,R_20,2021,02,00,00,00,-75.45410168,43.21867427,36,065,63418,227346,31,263,2015,3622,46540,0,E,100,POINTADDRESS,13,29
NY,NY0310,002,Y,3600416070,SHERRILL-KENWOOD FREE LIBRARY,543 SHERRILL ROAD,SHERRILL,13461,1263,ONEIDA,3153635980,CE,5863,R_20,0,1352,R_20,39,R_20,2021,02,00,00,00,-75.60161354,43.0695732,36,065,66993,227346,32,248,2015,3622,46540,0,E,100,POINTADDRESS,13,29
NY,NY0311,002,Y,3600416590,UTICA PUBLIC LIBRARY,303 GENESEE STREET,UTICA,13501,3831,ONEIDA,3157352279,CE,31325,R_20,0,2925,R_20,50,R_20,2021,02,00,00,00,-75.23886514,43.09722649,36,065,76540,227346,13,264,1001,3622,46540,0,E,100,POINTADDRESS,2,0
NY,NY0312,002,Y,3600416650,VERNON PUBLIC LIBRARY,4441 PETERBORO STREET,VERNON,13476,3643,ONEIDA,3158292463,CE,1500,R_20,0,1300,R_20,42,R_20,2021,02,00,00,00,-75.53971193,43.07858165,36,065,77112,227346,32,249,2019,3622,46540,0,E,100,POINTADDRESS,10,11
NY,NY0313,002,Y,3600416850,WATERVILLE PUBLIC LIBRARY,206 WHITE STREET,WATERVILLE,13480,1150,ONEIDA,3158414651,CE,8000,R_20,0,1954,R_20,40,R_20,2021,02,00,00,00,-75.37765906,42.93002935,36,065,78663,227346,42,257,1017,3622,46540,0,E,100,POINTADDRESS,12,31
NY,NY0314,002,Y,3600417020,WESTERN TOWN LIBRARY,9172 MAIN STREET,WESTERNVILLE,13486,M,ONEIDA,3158274118,CE,988,R_20,0,740,R_20,37,R_20,2021,02,00,00,00,-75.38319162,43.30519135,36,065,79895,227346,42,243.03,2058,3622,46540,0,E,100,POINTADDRESS,15,6
NY,NY0315,002,Y,3600417090,DUNHAM PUBLIC LIBRARY,76 MAIN STREET,WHITESBORO,13492,1027,ONEIDA,3157369734,CE,12000,R_20,0,1943,R_20,35,R_20,2021,02,00,00,00,-75.28971906,43.12076428,36,065,81710,227346,22,232,1007,3622,46540,0,E,100,STREETADDRESS,17,11
NY,NY0316,002,Y,3600417180,WOODGATE FREE LIBRARY,11051 WOODGATE ROAD,WOODGATE,13494,M,ONEIDA,3153924814,CE,2206,R_20,0,558,R_20,28,R_20,2021,02,00,00,00,-75.15556,43.52095005,36,065,M,227346,42,241.01,2039,3622,46540,0,E,100,POINTADDRESS,24,18
NY,NY0318,002,Y,4000172520,GLOVERSVILLE PUBLIC LIBRARY,58 EAST FULTON STREET,GLOVERSVILLE,12078,3291,FULTON,5187252819,CE,14050,R_20,0,2340,R_20,38,R_20,2021,02,00,00,00,-74.3429391,43.05056544,36,035,29443,52812,32,9709,3004,3621,24100,1,E,100,POINTADDRESS,14,24
NY,NY0319,002,Y,4000173310,JOHNSTOWN PUBLIC LIBRARY,38 SOUTH MARKET STREET,JOHNSTOWN,12095,2388,FULTON,5187628317,CE,12000,R_20,0,1326,R_20,36,R_20,2021,02,00,00,00,-74.37223879,43.00452934,36,035,38781,52812,32,9713,3002,3621,24100,1,E,100,POINTADDRESS,16,28
NY,NY0320,002,Y,4000173400,NORTHVILLE PUBLIC LIBRARY,341 SOUTH THIRD STREET,NORTHVILLE,12134,4231,FULTON,5188636922,CE,5080,R_20,0,1856,R_20,42,R_20,2021,02,00,00,00,-74.17487347,43.22172792,36,035,53770,52812,42,9701,3017,3621,24100,1,E,100,POINTADDRESS,10,1
NY,NY0321,002,Y,4000270200,AMSTERDAM FREE LIBRARY,28 CHURCH STREET,AMSTERDAM,12010,4688,MONTGOMERY,5188421080,CE,8000,R_20,0,1230,R_20,32,R_20,2021,02,00,00,00,-74.19076908,42.937634,36,057,02066,49170,31,709,1015,3620,11220,1,E,100,POINTADDRESS,20,20
NY,NY0322,002,Y,4000271030,CANAJOHARIE LIBRARY AND ART GALLERY,2 ERIE BOULEVARD,CANAJOHARIE,13317,1198,MONTGOMERY,5186732314,CE,15016,R_20,0,1365,R_20,36,R_20,2021,02,00,00,00,-74.57203487,42.90735597,36,057,12111,49170,32,726,2031,3619,11220,1,E,100,POINTADDRESS,16,0
NY,NY0323,002,Y,4000272310,FROTHINGHAM FREE LIBRARY,28 WEST MAIN STREET,FONDA,12068,4859,MONTGOMERY,5188533016,CE,2400,R_20,0,1330,R_20,38,R_20,2021,02,00,00,00,-74.37642312,42.95463103,36,057,26462,49170,32,722,3041,3620,11220,1,E,100,POINTADDRESS,14,-1
NY,NY0324,002,Y,4000272330,FORT HUNTER FREE LIBRARY,167 FORT HUNTER ROAD,AMSTERDAM,12010,M,MONTGOMERY,5188297248,CE,1000,R_20,0,1160,R_20,40,R_20,2021,02,00,00,00,-74.22203601,42.88898091,36,057,M,49170,41,728,3013,3620,11220,1,E,100,POINTADDRESS,12,2
NY,NY0325,002,Y,4000272340,FORT PLAIN FREE LIBRARY,19 WILLETT STREET,FORT PLAIN,13339,1130,MONTGOMERY,5189934646,CE,3507,R_20,0,1225,R_20,35,R_20,2021,02,00,00,00,-74.62239862,42.93221246,36,057,26924,49170,32,725,4041,3619,11220,1,E,100,POINTADDRESS,17,24
NY,NY0326,002,Y,4000275800,MARGARET REANEY MEMORIAL LIBRARY,19 KINGSBURY AVENUE,ST. JOHNSVILLE,13452,1399,MONTGOMERY,5185687822,CE,2720,R_20,0,1470,R_20,42,R_20,2021,02,00,00,00,-74.67693078,42.99696153,36,057,64639,49170,42,724,1022,3619,11220,1,E,100,POINTADDRESS,10,0
NY,NY0327,002,Y,4000535930,CENTRAL LIBRARY,99 CLINTON STREET,SCHENECTADY,12305,2047,SCHENECTADY,5183884500,CE,61700,R_20,0,1204,R_20,18,R_20,2021,02,00,00,00,-73.93744349,42.81601651,36,093,65508,155358,13,210.01,1001,3620,10580,0,E,100,STREETADDRESS,34,8
NY,NY0327,003,Y,4000535930,WOODLAWN BRANCH,2 SANFORD STREET,SCHENECTADY,12304,2012,SCHENECTADY,5183862248,BR,3000,R_20,0,309,R_20,12,R_20,2021,02,00,00,00,-73.90477779,42.78000427,36,093,65508,155358,13,218.02,2006,3620,10580,0,E,100,POINTADDRESS,40,2
NY,NY0327,004,Y,4000535930,GLENVILLE BRANCH,20 GLENRIDGE ROAD,GLENVILLE,12302,M,SCHENECTADY,5183862243,BR,5000,R_20,0,1186,R_20,23,R_20,2021,02,00,00,00,-73.92751152,42.86773438,36,093,22084,155358,21,324.02,2010,3620,10580,0,E,100,POINTADDRESS,29,13
NY,NY0327,006,Y,4000535930,MONT PLEASANT BRANCH,1036 CRANE STREET,SCHENECTADY,12303,1214,SCHENECTADY,5183862245,BR,4898,R_20,0,1186,R_20,23,R_20,2021,02,00,00,00,-73.94733506,42.79803814,36,093,65508,155358,13,214,2000,3620,10580,0,E,100,POINTADDRESS,29,13
NY,NY0327,007,Y,4000535930,NISKAYUNA BRANCH,2400 NOTT STREET EAST,NISKAYUNA,12309,4334,SCHENECTADY,5183862249,BR,7000,R_20,0,1183,R_20,23,R_20,2021,02,00,00,00,-73.88524167,42.81799839,36,093,51262,155358,21,321.01,4014,3620,10580,0,E,100,POINTADDRESS,29,13
NY,NY0327,008,Y,4000535930,QUAKER STREET BRANCH,BULL STREET AND ROUTE 7,DELANSON,12141,M,SCHENECTADY,5188952719,BR,2000,R_20,0,510,R_20,18,R_20,2021,02,00,00,00,-74.1939599,42.73219003,36,093,M,155358,42,331.02,3063,3620,10580,0,E,98.3,STREETINT,34,8
NY,NY0327,009,Y,4000535930,ROTTERDAM BRANCH,1100 NORTH WESTCOTT ROAD,SCHENECTADY,12306,2014,SCHENECTADY,5183563440,BR,10000,R_20,0,1183,R_20,23,R_20,2021,02,00,00,00,-73.97978107,42.78729371,36,093,63924,155358,21,330.04,4000,3620,10580,0,E,100,POINTADDRESS,29,13
NY,NY0327,010,Y,4000535930,SCOTIA BRANCH,14 MOHAWK AVENUE,SCOTIA,12302,2594,SCHENECTADY,5183862247,BR,1800,R_20,0,557,R_20,18,R_20,2021,02,00,00,00,-73.95281909,42.82181027,36,093,65893,155358,21,322,4009,3620,10580,0,E,100,POINTADDRESS,34,8
NY,NY0327,012,Y,4000535930,PHYLLIS BORNT BRANCH LIBRARY & LITERACY CENTER,948 STATE ST.,SCHENECTADY,12307,1520,SCHENECTADY,5183724393,BR,4898,R_20,0,1183,R_20,23,R_20,2021,02,00,00,00,-73.93108439,42.80387203,36,093,65508,155358,13,209,2001,3620,10580,0,E,100,POINTADDRESS,29,13
NY,NY0328,002,Y,4000541470,THE COMMUNITY LIBRARY,110 UNION STREET,COBLESKILL,12043,3830,SCHOHARIE,5182347897,CE,2280,R_20,0,1887,R_20,36,R_20,2021,02,00,00,00,-74.48332692,42.67909998,36,095,16628,31132,32,7402,5019,3619,10580,0,E,100,POINTADDRESS,16,16
NY,NY0329,002,Y,4000544060,MIDDLEBURGH LIBRARY,323 MAIN STREET,MIDDLEBURGH,12122,6522,SCHOHARIE,5188275142,CE,7100,R_20,0,2080,R_20,34,R_20,2021,02,00,00,00,-74.33540133,42.59843871,36,095,46866,31132,42,7407,4011,3619,10580,0,E,100,POINTADDRESS,18,24
NY,NY0330,002,Y,4000545940,SCHOHARIE FREE ASSOCIATION LIBRARY,103 KNOWER AVENUE,SCHOHARIE,12157,1713,SCHOHARIE,5182957127,CE,5300,R_20,0,1664,R_20,29,R_20,2021,02,00,00,00,-74.31769741,42.66202605,36,095,65585,31132,42,7401,5051,3619,10580,0,E,100,POINTADDRESS,23,19
NY,NY0331,002,Y,4000546030,SHARON SPRINGS FREE LIBRARY,129 MAIN STREET,SHARON SPRINGS,13459,3147,SCHOHARIE,5182843126,CE,3400,R_20,0,1172,R_20,39,R_20,2021,02,00,00,00,-74.61986997,42.79103296,36,095,66663,31132,42,7404,5022,3619,10580,0,E,100,POINTADDRESS,13,2
NY,NY0333,002,Y,4400280080,SHELTER ROCK PUBLIC LIBRARY,165 SEARINGTOWN ROAD,ALBERTSON,11507,1521,NASSAU,5162487363,CE,23787,R_20,0,2194,R_20,39,R_20,2021,02,00,00,00,-73.65930968,40.77736929,36,059,66102,1351334,21,3023,1005,3603,35620,0,E,100,STREETADDRESS,13,25
NY,NY0334,002,Y,4400280430,BALDWIN PUBLIC LIBRARY,2385 GRAND AVENUE,BALDWIN,11510,3289,NASSAU,5162236228,CE,45000,R_20,0,2209,R_20,36,R_20,2021,02,00,00,00,-73.6112531,40.65221544,36,059,04143,1351334,21,4136,2011,3604,35620,0,E,100,POINTADDRESS,16,0
NY,NY0335,002,Y,4400280510,BAYVILLE FREE LIBRARY,34 SCHOOL STREET,BAYVILLE,11709,1955,NASSAU,5166282765,CE,6910,R_20,0,1550,R_20,36,R_20,2021,02,00,00,00,-73.56698064,40.90759858,36,059,05034,1351334,21,5179.01,3006,3603,35620,0,E,100,POINTADDRESS,16,22
NY,NY0336,002,Y,4400280580,BELLMORE MEMORIAL LIBRARY,2288 BEDFORD AVENUE,BELLMORE,11710,3690,NASSAU,5167852990,CE,21756,R_20,0,2489,R_20,38,R_20,2021,02,00,00,00,-73.52717397,40.667715,36,059,05738,1351334,21,4154.01,1013,3604,35620,0,E,100,POINTADDRESS,14,13
NY,NY0337,002,Y,4400280660,BETHPAGE PUBLIC LIBRARY,47 POWELL AVENUE,BETHPAGE,11714,3197,NASSAU,5169313907,CE,27000,R_20,0,2631,R_20,37,R_20,2021,02,00,00,00,-73.47820287,40.74266607,36,059,06387,1351334,21,5200.02,3007,3603,35620,0,E,100,POINTADDRESS,15,0
NY,NY0338,002,Y,4400281930,EAST MEADOW PUBLIC LIBRARY,1886 FRONT STREET,EAST MEADOW,11554,1700,NASSAU,5167942570,CE,38952,R_20,0,2900,R_20,30,R_20,2021,02,00,00,00,-73.56333543,40.71994876,36,059,22502,1351334,21,4082,7004,3604,35620,0,E,100,POINTADDRESS,16,-1
NY,NY0339,002,Y,4400281950,EAST ROCKAWAY PUBLIC LIBRARY,477 ATLANTIC AVENUE,EAST ROCKAWAY,11518,1496,NASSAU,5165991664,CE,13500,R_20,0,2227,R_20,36,R_20,2021,02,00,00,00,-73.66574343,40.64202095,36,059,22876,1351334,21,4121,5023,3604,35620,0,E,100,POINTADDRESS,16,4
NY,NY0340,002,Y,4400281980,EAST WILLISTON PUBLIC LIBRARY,2 PROSPECT STREET,EAST WILLISTON,11596,2498,NASSAU,5167411213,CE,3800,R_20,0,1953,R_20,42,R_20,2021,02,00,00,00,-73.63898722,40.75672394,36,059,23217,1351334,21,3034,2013,3604,35620,0,E,100,POINTADDRESS,10,10
NY,NY0341,002,Y,4400282140,ELMONT PUBLIC LIBRARY,700 HEMPSTEAD TURNPIKE,ELMONT,11003,2366,NASSAU,5163545280,CE,58000,R_20,0,2398,R_20,37,R_20,2021,02,00,00,00,-73.69996004,40.70803003,36,059,24273,1351334,21,4048,2008,3604,35620,0,E,100,POINTADDRESS,15,-1
NY,NY0342,002,Y,4400282210,FARMINGDALE PUBLIC LIBRARY,116 MERRITTS ROAD,FARMINGDALE,11735,3251,NASSAU,5162499090,CE,60000,R_20,0,2310,R_20,29,R_20,2021,02,00,00,00,-73.46041446,40.72856024,36,059,69001,1351334,21,5205.01,3000,3602,35620,0,E,100,POINTADDRESS,23,19
NY,NY0343,002,Y,4400282280,FLORAL PARK PUBLIC LIBRARY,17 CAROLINE PLACE,FLORAL PARK,11001,1824,NASSAU,5153266330,CE,12000,R_20,0,2545,R_20,39,R_20,2021,02,00,00,00,-73.70641745,40.72522697,36,059,26264,1351334,21,4044,1013,3604,35620,0,E,100,POINTADDRESS,13,39
NY,NY0344,002,Y,4400282370,FRANKLIN SQUARE PUBLIC LIBRARY,19 LINCOLN ROAD,FRANKLIN SQUARE,11010,3686,NASSAU,5164883444,CE,20500,R_20,0,1890,R_20,36,R_20,2021,02,00,00,00,-73.6709506,40.70769643,36,059,27309,1351334,21,4053.02,4010,3604,35620,0,E,100,POINTADDRESS,16,0
NY,NY0345,002,Y,4400282400,FREEPORT MEMORIAL LIBRARY,144 WEST MERRICK ROAD,FREEPORT,11520,3773,NASSAU,5163793274,CE,48359,R_20,0,2565,R_20,39,R_20,2021,02,00,00,00,-73.58702185,40.6534073,36,059,27485,1351334,21,4143.01,1022,3604,35620,0,E,100,POINTADDRESS,13,3
NY,NY0346,002,Y,4400282450,GARDEN CITY PUBLIC LIBRARY,60 SEVENTH STREET,GARDEN CITY,11530,2891,NASSAU,5167428405,CE,38000,R_20,0,2513,R_20,41,R_20,2021,02,00,00,00,-73.63893609,40.72373734,36,059,28178,1351334,21,4064,5015,3604,35620,0,E,100,POINTADDRESS,11,0
NY,NY0347,002,Y,4400282500,GLEN COVE PUBLIC LIBRARY,4 GLEN COVE AVENUE,GLEN COVE,11542,2885,NASSAU,5166762130,CE,16440,R_20,0,1580,R_20,37,R_20,2021,02,00,00,00,-73.63315216,40.86304939,36,059,29113,1351334,21,5172.01,1002,3603,35620,0,E,100,POINTADDRESS,15,0
NY,NY0348,002,Y,4400282610,GREAT NECK LIBRARY,159 BAYVIEW AVENUE,GREAT NECK,11023,M,NASSAU,5164668055,CE,46904,R_20,0,2414,R_20,34,R_20,2021,02,00,00,00,-73.74770562,40.79910171,36,059,64430,1351334,21,3005,5000,3603,35620,0,E,100,POINTADDRESS,18,24
NY,NY0348,003,Y,4400282610,GREAT NECK LIBRARY - STATION BRANCH,26 GREAT NECK ROAD,GREAT NECK,11021,3305,NASSAU,5164668055,BR,6100,R_20,0,1888,R_20,32,R_20,2021,02,00,00,00,-73.72656151,40.78548565,36,059,30213,1351334,21,3007,4001,3603,35620,0,E,100,POINTADDRESS,20,22
NY,NY0348,004,Y,4400282610,GREAT NECK LIBRARY - LAKEVILLE BRANCH,475 GREAT NECK ROAD,GREAT NECK,11021,M,NASSAU,5164668055,BR,1600,R_20,0,1728,R_20,32,R_20,2021,02,00,00,00,-73.73251526,40.77582986,36,059,76287,1351334,21,3008,4004,3603,35620,0,E,100,POINTADDRESS,20,22
NY,NY0348,005,Y,4400282610,GREAT NECK LIBRARY - PARKVILLE BRANCH,10 CAMPBELL STREET,NEW HYDE PARK,11040,1692,NASSAU,5164668055,BR,3754,R_20,0,2210,R_20,34,R_20,2021,02,00,00,00,-73.69693216,40.74880862,36,059,53275,1351334,21,3028,4003,3604,35620,0,E,100,POINTADDRESS,18,24
NY,NY0349,002,Y,4400282840,HEMPSTEAD PUBLIC LIBRARY,115 JAMES A. GARNER WAY,HEMPSTEAD,11550,3443,NASSAU,5164816990,CE,26160,R_20,0,2600,R_20,19,R_20,2021,02,00,00,15,-73.62214129,40.71025439,36,059,33139,1351334,21,4068.02,2002,3604,35620,0,E,86.76,STREETADDRESS,33,8
NY,NY0350,002,Y,4400282900,HEWLETT-WOODMERE PUBLIC LIBRARY,1125 BROADWAY,HEWLETT,11557,2336,NASSAU,5163741967,CE,54000,R_20,0,2527,R_20,36,R_20,2021,02,00,00,00,-73.70445307,40.63389666,36,059,34286,1351334,21,4117,1012,3604,35620,0,E,100,POINTADDRESS,16,0
NY,NY0351,002,Y,4400282910,HICKSVILLE PUBLIC LIBRARY,169 JERUSALEM AVENUE,HICKSVILLE,11801,4999,NASSAU,5169311417,CE,29930,R_20,0,2194,R_20,35,R_20,2021,02,00,00,00,-73.5229821,40.76185048,36,059,34374,1351334,21,5192,1003,3603,35620,0,E,100,POINTADDRESS,17,35
NY,NY0352,002,Y,4400283200,ISLAND PARK PUBLIC LIBRARY,176 LONG BEACH ROAD,ISLAND PARK,11558,1498,NASSAU,5164320122,CE,15500,R_20,0,2257,R_20,37,R_20,2021,02,00,00,00,-73.6560915,40.60220599,36,059,37847,1351334,21,4162.02,2009,3604,35620,0,E,100,POINTADDRESS,15,23
NY,NY0353,002,Y,4400283210,ISLAND TREES PUBLIC LIBRARY,38 FARMEDGE ROAD,LEVITTOWN,11756,M,NASSAU,5167312211,CE,7400,R_20,0,1080,R_20,27,R_20,2021,02,00,00,00,-73.49892386,40.73625978,36,059,42081,1351334,21,4088,2006,3602,35620,0,E,100,POINTADDRESS,25,18
NY,NY0354,002,Y,4400283290,JERICHO PUBLIC LIBRARY,1 MERRY LANE,JERICHO,11753,1792,NASSAU,5169356790,CE,27938,R_20,0,1024,R_20,37,R_20,2021,02,00,00,00,-73.53511415,40.79362812,36,059,38539,1351334,21,5186,1012,3603,35620,0,E,100,POINTADDRESS,15,0
NY,NY0355,002,Y,4400283505,LAKEVIEW PUBLIC LIBRARY,1120 WOODFIELD ROAD,ROCKVILLE CENTRE,11570,M,NASSAU,5165363071,CE,13000,R_20,0,695,R_20,32,R_20,2021,02,00,00,00,-73.65322103,40.67376481,36,059,41003,1351334,21,4062.02,4010,3604,35620,0,E,100,POINTADDRESS,20,12
NY,NY0356,003,Y,4400283540,PENINSULA PUBLIC LIBRARY,280 CENTRAL AVENUE,LAWRENCE,11559,1590,NASSAU,5162393262,CE,13000,R_20,0,2387,R_20,37,R_20,2021,02,00,00,00,-73.73218829,40.61671267,36,059,41553,1351334,21,4116,4005,3604,35620,0,E,100,POINTADDRESS,15,3
NY,NY0357,002,Y,4400283570,LEVITTOWN PUBLIC LIBRARY,1 BLUEGRASS LANE,LEVITTOWN,11756,1292,NASSAU,5167315728,CE,35000,R_20,0,2684,R_20,40,R_20,2021,02,00,00,00,-73.52969651,40.72326074,36,059,42081,1351334,21,4091,5006,3602,35620,0,E,100,POINTADDRESS,12,6
NY,NY0358,002,Y,4400283720,LOCUST VALLEY LIBRARY,170 BUCKRAM ROAD,LOCUST VALLEY,11560,1999,NASSAU,5166711837,CE,14226,R_20,0,2298,R_20,37,R_20,2021,02,00,00,00,-73.59095598,40.87821158,36,059,43192,1351334,21,5178.02,1016,3603,35620,0,E,100,POINTADDRESS,15,0
NY,NY0359,002,Y,4400283740,LONG BEACH PUBLIC LIBRARY,111 WEST PARK AVENUE,LONG BEACH,11561,3300,NASSAU,5164327201,CE,26000,R_20,0,2412,R_20,36,R_20,2021,02,00,00,00,-73.66747153,40.58887675,36,059,43335,1351334,21,4165,3007,3604,35620,0,E,100,POINTADDRESS,15,1
NY,NY0359,003,Y,4400283740,POINT LOOKOUT BRANCH LIBRARY,79 LIDO BOULEVARD,POINT LOOKOUT,11569,3021,NASSAU,5164323409,BR,950,R_20,0,720,R_20,36,R_20,2021,02,00,00,00,-73.5810474,40.59187408,36,059,58849,1351334,21,4169,3020,3604,35620,0,E,100,POINTADDRESS,16,0
NY,NY0359,005,Y,4400283740,WEST END BRANCH,903 W. BEECH ST,LONG BEACH,11561,1427,NASSAU,5164322704,BR,980,R_20,0,720,R_20,36,R_20,2021,02,00,00,00,-73.69171526,40.58619542,36,059,43335,1351334,21,4164.01,3009,3604,35620,0,E,100,POINTADDRESS,16,0
NY,NY0360,002,Y,4400283760,LYNBROOK PUBLIC LIBRARY,56 ELDERT STREET,LYNBROOK,11563,3326,NASSAU,5165998630,CE,18000,R_20,0,2133,R_20,41,R_20,2021,02,00,00,00,-73.67440093,40.65418405,36,059,43874,1351334,21,4119.01,2003,3604,35620,0,E,100,POINTADDRESS,11,0
NY,NY0361,002,Y,4400283840,MALVERNE PUBLIC LIBRARY,61 ST. THOMAS PLACE,MALVERNE,11565,1499,NASSAU,5165990750,CE,10108,R_20,0,2592,R_20,44,R_20,2021,02,00,00,00,-73.67132058,40.6761055,36,059,44787,1351334,21,4101,2021,3604,35620,0,E,100,POINTADDRESS,8,4
NY,NY0362,002,Y,4400283860,MANHASSET PUBLIC LIBRARY,30 ONDERDONK AVENUE,MANHASSET,11030,2322,NASSAU,5166272300,CE,42000,R_20,0,2496,R_20,44,R_20,2021,02,00,00,00,-73.69472939,40.79349879,36,059,44897,1351334,21,3018,2005,3603,35620,0,E,100,POINTADDRESS,8,2
NY,NY0363,002,Y,4400283960,MASSAPEQUA PUBLIC LIBRARY,40 HARBOR LANE,MASSAPEQUA PARK,11762,3802,NASSAU,5167990770,CE,22876,R_20,0,2405,R_20,37,R_20,2021,02,00,00,00,-73.45623801,40.66386821,36,059,45997,1351334,21,5217,4006,3602,35620,0,E,100,POINTADDRESS,15,0
NY,NY0363,003,Y,4400283960,CENTRAL AVENUE BRANCH,523 CENTRAL AVENUE,MASSAPEQUA,11758,4996,NASSAU,5167984607,BR,12870,R_20,0,2405,R_20,37,R_20,2021,02,00,00,00,-73.47188065,40.67841777,36,059,45986,1351334,21,5212,2022,3602,35620,0,E,100,POINTADDRESS,15,0
NY,NY0364,003,Y,4400284040,MERRICK LIBRARY,2279 MERRICK AVENUE,MERRICK,11566,3840,NASSAU,5163776112,CE,27000,R_20,0,2220,R_20,37,R_20,2021,02,00,00,00,-73.55107438,40.66179373,36,059,46668,1351334,21,4152.01,3023,3604,35620,0,E,100,POINTADDRESS,15,0
NY,NY0365,002,Y,4400284150,MINEOLA MEMORIAL LIBRARY,195 MARCELLUS ROAD,MINEOLA,11501,2440,NASSAU,5167468488,CE,11616,R_20,0,2255,R_20,41,R_20,2021,02,00,00,00,-73.64658961,40.74402947,36,059,47636,1351334,21,3035,3016,3604,35620,0,E,100,POINTADDRESS,11,0
NY,NY0367,002,Y,4400284380,HILLSIDE PUBLIC LIBRARY OF NEW HYDE PARK,155 LAKEVILLE ROAD,NEW HYDE PARK,11040,3003,NASSAU,5163557850,CE,27000,R_20,0,2216,R_20,37,R_20,2021,02,00,00,00,-73.68822797,40.73443131,36,059,50397,1351334,21,3030,5010,3604,35620,0,E,100,POINTADDRESS,15,0
NY,NY0368,002,Y,4400284590,NORTH BELLMORE PUBLIC LIBRARY,1551 NEWBRIDGE ROAD,NORTH BELLMORE,11710,1696,NASSAU,5167856260,CE,13362,R_20,0,2148,R_20,33,R_20,2021,02,00,00,00,-73.53970173,40.68307962,36,059,51517,1351334,21,4148,1001,3604,35620,0,E,100,POINTADDRESS,19,23
NY,NY0369,002,Y,4400284620,NORTH MERRICK PUBLIC LIBRARY,1691 MEADOWBROOK ROAD,NORTH MERRICK,11566,2500,NASSAU,5163787474,CE,15786,R_20,0,2511,R_20,36,R_20,2021,02,00,00,00,-73.56824186,40.67647321,36,059,46668,1351334,21,4150,2003,3604,35620,0,E,99.9,POINTADDRESS,14,0
NY,NY0370,002,Y,4400284730,OCEANSIDE LIBRARY,30 DAVISON AVENUE,OCEANSIDE,11572,2299,NASSAU,5167662360,CE,27000,R_20,0,2155,R_20,37,R_20,2021,02,00,00,00,-73.6385118,40.64156875,36,059,54441,1351334,21,4132,5002,3604,35620,0,E,100,POINTADDRESS,15,0
NY,NY0371,002,Y,4400284930,OYSTER BAY-EAST NORWICH PUBLIC LIBRARY,89 EAST MAIN STREET,OYSTER BAY,11771,2499,NASSAU,5169221212,CE,20000,R_20,0,2146,R_20,36,R_20,2021,02,00,00,00,-73.5266786,40.87202699,36,059,55992,1351334,21,5180,1004,3603,35620,0,E,100,POINTADDRESS,16,0
NY,NY0372,002,Y,4400285180,PLAINEDGE PUBLIC LIBRARY,1060 HICKSVILLE ROAD,MASSAPEQUA,11758,M,NASSAU,5167354133,CE,19600,R_20,0,3302,R_20,30,R_20,2021,02,00,00,00,-73.48242,40.70881,36,059,53253,1351334,21,5208,3003,3602,35620,0,E,100,POINTADDRESS,22,20
