,ADDNTL_FUEL_MODEL_IDENTIFIER,ANTICIPATED_COMPLETION_DATE,APPROVED_BY,APPROVED_DATE,AREA_CLOSURE_FLAG,CAUSE_IDENTIFIER,COMPLEXITY_LEVEL_IDENTIFIER,COMPLEXITY_LEVEL_NARR,CREATED_BY,CREATED_DATE,CRIT_RES_NEEDS_12,CRIT_RES_NEEDS_24,CRIT_RES_NEEDS_48,CRIT_RES_NEEDS_72,CRIT_RES_NEEDS_GT72,CURRENT_THREAT_12,CURRENT_THREAT_24,CURRENT_THREAT_48,CURRENT_THREAT_72,CURRENT_THREAT_GT72,CURR_INCIDENT_AREA,CURR_INC_AREA_UOM_IDENTIFIER,CY,DATA_ENTRY_STATUS,DISCOVERY_DATE,DISPATCH_PRIORITY,DONWCGU_PROT_UNIT_IDENTIFIER,EST_IM_COST_TO_DATE,EXPECTED_CONTAINMENT_DATE,FIRE_BEHAVIOR_1_IDENTIFIER,FIRE_BEHAVIOR_2_IDENTIFIER,FIRE_BEHAVIOR_3_IDENTIFIER,FUEL_MODEL_IDENTIFIER,GACC_PRIORITY,GEN_FIRE_BEHAVIOR_IDENTIFIER,HAZARDS_MATLS_INVOLVMENT_NARR,ID,INC209R_IDENTIFIER,INCIDENT_COMMANDERS_NARR,INCIDENT_DESCRIPTION,INCIDENT_JURISDICTION,INCIDENT_NAME,INCIDENT_NUMBER,INCTYP_IDENTIFIER,INC_IDENTIFIER,INC_MGMT_ORG_IDENTIFIER,LAST_MODIFIED_BY,LAST_MODIFIED_DATE,LIFE_SAFETY_HEALTH_STATUS_NARR,LOCAL_TIMEZONE_IDENTIFIER,MANAGEMENT_CODE,PCT_CONTAINED_COMPLETED,PCT_CONT_COMPL_UOM_IDENTIFIER,PCT_PERIM_TO_BE_CONTAINED,PLANNED_ACTIONS,POO_CITY,POO_COUNTY_CODE,POO_DONWCGU_OWN_IDENTIFIER,POO_LATITUDE,POO_LD_PM_IDENTIFIER,POO_LD_QTR_QTR_QTR_QTR_SEC,POO_LD_QTR_QTR_QTR_SEC,POO_LD_QTR_QTR_SEC,POO_LD_QTR_SEC,POO_LD_RGE,POO_LD_SEC,POO_LD_TWP,POO_LONGITUDE,POO_SHORT_LOCATION_DESC,POO_STATE_CODE,POO_US_NGR_XCOORD,POO_US_NGR_YCOORD,POO_US_NGR_ZONE,POO_UTM_EASTING,POO_UTM_NORTHING,POO_UTM_ZONE,PREPARED_BY,PREPARED_DATE,PROJECTED_ACTIVITY_12,PROJECTED_ACTIVITY_24,PROJECTED_ACTIVITY_48,PROJECTED_ACTIVITY_72,PROJECTED_ACTIVITY_GT72,PROJECTED_FINAL_IM_COST,PROJ_INCIDENT_AREA,PROJ_INC_AREA_UOM_IDENTIFIER,PROJ_SIG_RES_DEMOB_START_DATE,REMARKS,REPORT_FROM_DATE,REPORT_NUMBER,REPORT_TO_DATE,ROAD_CLOSURE_FLAG,SECNDRY_FUEL_MODEL_IDENTIFIER,SIGNIF_EVENTS_SUMMARY,SINGLE_COMPLEX_FLAG,STATUS,STRATEGIC_DISCUSSION,STRATEGIC_OBJECTIVES,SUBMITTED_DATE,SUBMITTED_TO,TRAIL_CLOSURE_FLAG,UNIFIED_COMMAND_FLAG,UNIT_OR_OTHER_NARR,WEATHER_CONCERNS_NARR
11326,,,,,N,,,,iahirsch,07/29/2014 14:35:08,,,,,,,,,,,,,2015.0,D,07/28/2014 2:00:00,,1527027,,,,,,,,,,5142.0,2820037,To complete,,,REEVES CREEK,014915,1536179.0,2820036,,iahirsch,07/29/2014 14:35:08,,,,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/28/2014 2:00:00,,2014-07-29 23:00:00,N,,,S,I,,,,,N,N,,
11898,,,JOHN KIRKSEY,08/11/2015 16:42:54,N,1536117.0,1535968.0,,Bogart,07/15/2015 13:14:22,,,,,,No current threats.  Fire is lined and burned out and will continue to be monitored.  Weather forecast is favorable.,,,,,250.0,1536109.0,2015.0,A,04/13/2014 13:45:00,,1526114,1000.0,,,,,1535990.0,,1536370.0,,5714.0,2839680,Steve Roark,Arson,,Stoney Fork Road,ETD0014,1536179.0,2839679,,SIT209,08/11/2015 16:42:54,,1536268.0,,100.0,,100.0,,"Duff, TN",13.0,1527355.0,36.52,,,,,,,,,-83.98861109999999,Ridge top - 1 mile east of Chadwell Cemetery off White Oak Road.,47.0,,,,,,,CHARLES VIA,04/17/2014 19:30:00,Fire has been burned out.  A few hot spots remain in stumps and brush piles. Potential to move outside lines is low.  Weather forecast is favorable.,,,,,,,,,,04/13/2014 13:45:00,,2014-04-14 12:00:00,N,,Steep terrain with 5 to 8ft flame length.,S,F,,,08/11/2015 16:42:54,TN-TNS,N,N,,
12150,,,CRAIG MARQUARDT,02/19/2015 15:17:12,N,1536117.0,,,bemmert,02/19/2015 15:12:00,,,,,,NO ACTIVITY  FIRE SUPPRESSED 2-10-15,,,,,650.0,1536109.0,2015.0,A,02/10/2015 13:00:00,,1525956,1500.0,,,,,1535983.0,,,,5966.0,2836777,BRIAN RYLES,EXCAPED PRESCRIBED BURN,,Cherry Fire,20050A,1536179.0,2836776,1536138.0,SIT209,02/19/2015 15:17:12,,1536266.0,,100.0,,0.0,,,77.0,1525956.0,34.694166700000004,,,,,,,,,-95.268,"THIRTY TWO MILES SOUTHEAST OF McALESTER, OK",40.0,,,,,,,BRIAN EMMERT,02/19/2015 13:15:00,NO ACTIVITY  FIRE SUPPRESSED 2-10-15,,,,,,,,,,02/10/2015 13:00:00,,2015-02-19 15:00:00,N,,LOW HUMIDITY  HIGH TEMPERATURE  GUSTING WINDS,S,F,,,02/19/2015 15:17:12,SACC,N,N,,
12261,,01/19/2015 12:00:00,Craig Marquardt,01/29/2015 18:14:19,N,1536117.0,,,bemmert,01/28/2015 10:21:12,,,,,,No Activity.  Fire controlled 1/18/15 24:00,,,,,120.0,1536109.0,2015.0,A,01/18/2015 16:45:00,,1525956,11500.0,,,,,1535982.0,,,Pine timber,6077.0,2837429,Abe Grey,,,Little Beauty,20015A,1536179.0,2837428,1536138.0,SIT209,01/29/2015 18:14:19,,1536266.0,,100.0,,0.0,,,121.0,1525956.0,34.724166700000005,,,,,,,,,-95.6877778,"5 1/2 miles Southeast of Blanco, Oklahoma",40.0,,,,,,,Brian Emmert,01/28/2015 10:30:00,No Activity.  Fire controlled 1/18/15 24:00,,,,,,120.0,1536109.0,,,01/18/2015 16:45:00,,2015-01-19 00:00:00,N,,Red Flag Warning noon to 18:00,S,F,,,01/29/2015 18:14:19,SACC,N,N,,Red Flag Warning Noon to 18:00
12382,,,S Russell,01/21/2015 12:07:38,N,1536120.0,,,srussell,01/21/2015 12:06:15,,,,,,,,,,,147.0,1536109.0,2015.0,A,01/19/2015 17:15:00,,1524879,1000.0,,,,,1535989.0,,,,6198.0,2852048,B Harris,,,Toney Bend,0013D8,1536179.0,2852047,,SIT209,01/21/2015 12:07:38,,1536266.0,,100.0,,0.0,,Caney,89.0,1527223.0,36.023888899999996,,,,,,,,,-92.5647222,"4 miles SE of Caney,AR",5.0,,,,,,,Donald Cooper,01/21/2015 9:30:00,,,,,,,,,,,01/19/2015 17:15:00,,2015-01-20 12:00:00,N,,,S,F,,,01/21/2015 12:07:38,GACC,N,N,,
12511,,12/27/2014 12:00:00,Gary Cook,12/25/2014 17:48:43,N,1536117.0,,Moderate,cwebb,12/24/2014 18:27:00,none,,,,,Powe lines to the north.  Highway / Primary Rd to the north and east.,,,,,500.0,1536109.0,2015.0,A,12/23/2014 17:30:00,,1526350,50000.0,,,,,1535984.0,,,Salt Cedar  Arrowweed  Cat Tails,6327.0,2847977,Gary Cook,,,Walker,001124,1536179.0,2847976,1536137.0,SIT209,12/25/2014 17:48:43,,1536224.0,JG8L,50.0,,50.0,Hold existing control lines and begin mop up.,,27.0,1527031.0,32.8555556,,,,,,,,,-114.44555559999999,15 miles north of Yuma AZ,4.0,,,,,,,Steve Webb,12/24/2014 18:00:00,Continued spread to the north and northeast.  Active smoldering throughout. ,Continued spread to the north and northeast.  Active smoldering throughout.,,,,,750.0,1536109.0,12/27/2014 12:00:00,,12/24/2014 1:00:00,,2014-12-24 18:00:00,N,,Burn out operations along Imperial Dam Road / CA S64 - Highway was closed by Law Enforcement during burn out operations.  Significant fire activity on north and northeast corner.  40-50' flame lengths  active fire spread to the north.,S,I,,100% perimeter mop up.,12/25/2014 17:48:43,SWCC,N,N,,Extremely dry fuels  low rh  variable wind speeds and direction
12512,,12/28/2014 12:00:00,Brady Shultz,12/26/2014 17:53:35,N,1536120.0,,Moderate,cwebb,12/26/2014 17:43:29,none,,,,,none,,,,,700.0,1536109.0,2015.0,A,12/23/2014 19:11:00,,1526350,50000.0,,,,,1535984.0,,,Salt Cedar  Arrowweed  Cat Tails,6328.0,2847991,Brady Shultz  AZ BLM  Colorado River District,,,Walker,001124,1536179.0,2847976,1536137.0,SIT209,12/26/2014 17:53:35,,1536224.0,JG8L,75.0,,50.0,Releasing (1) crew in am  retaining (1) crew and (2) type 6 engines.  Fire Boat will be back on the water patrolling.,,27.0,1527031.0,32.8555,,,,,,,,,-114.4456,15 miles north of Yuma AZ,4.0,,,,,,,Steve Webb,12/26/2014 18:00:00,Random torching with interior smoldering. ,Random torching with interior smoldering. ,,,,,1110.0,1536109.0,12/27/2014 12:00:00,,12/26/2014 8:00:00,,2014-12-26 18:00:00,N,,No active flames just smoldering - no significant events.,S,U,,100% perimeter mop up.,12/26/2014 17:53:35,SWCC,N,N,,Extremely dry fuels  northerly winds with very low temps.
12513,,12/27/2014 12:00:00,Gary Cook,12/25/2014 17:57:54,N,1536120.0,,Moderate,cwebb,12/25/2014 17:54:25,none,,,,,Powe lines to the north.  Highway / Primary Rd to the north and east.,,,,,300.0,1536109.0,2015.0,A,12/23/2014 19:11:00,,1526350,50000.0,,,,,1535984.0,,,Salt Cedar  Arrowweed  Cat Tails,6329.0,2848004,Gary Cook  AZ BLM  Colorado River District,,,Walker,001124,1536179.0,2847976,1536137.0,SIT209,12/25/2014 17:57:54,,1536224.0,JG8L,75.0,,50.0,Hold existing control lines and begin mop up.,,27.0,1527031.0,32.8555,,,,,,,,,-114.4456,15 miles north of Yuma AZ,4.0,,,,,,,Steve Webb,12/25/2014 18:00:00,Continued spread to the north and northeast.  Active smoldering throughout. ,Continued spread to the north and northeast.  Active smoldering throughout.,,,,,750.0,1536109.0,12/27/2014 12:00:00,,12/25/2014 1:00:00,,2014-12-25 18:00:00,N,,Interior burning increased in the afternoon.  Levee Road to the east had to be closed for a short time due to increased fire behavior.  This was to assure public and firefighter safety.,S,U,,100% perimeter mop up.,12/25/2014 17:57:54,SWCC,N,N,,Extremely dry fuels  low rh  variable wind speeds and direction
12514,,12/27/2014 12:00:00,Gary Cook,12/25/2014 18:13:05,N,1536120.0,,Moderate,wildcad,12/25/2014 17:58:10,none,,,,,Powe lines to the north.  Highway / Primary Rd to the north and east.,,,,,300.0,1536109.0,2015.0,A,12/23/2014 19:11:00,,1526350,50000.0,,,,,1535984.0,,,Salt Cedar  Arrowweed  Cat Tails,6330.0,2848017,Gary Cook  AZ BLM  Colorado River District,,,Walker,001124,1536179.0,2847976,1536137.0,SIT209,12/25/2014 18:13:05,,1536224.0,JG8L,75.0,,50.0,Hold existing control lines and begin mop up.,,27.0,1527031.0,32.8555,,,,,,,,,-114.4456,15 miles north of Yuma AZ,4.0,,,,,,,Steve Webb,12/25/2014 18:30:00,Continued spread to the north and northeast.  Active smoldering throughout. ,Continued spread to the north and northeast.  Active smoldering throughout.,,,,,750.0,1536109.0,12/27/2014 12:00:00,,12/25/2014 8:00:00,,2014-12-25 19:00:00,N,,Interior burning increased in the afternoon.  Levee Road to the east had to be closed for a short time due to increased fire behavior.  This was to assure public and firefighter safety.,S,U,,100% perimeter mop up.,12/25/2014 18:13:05,SWCC,N,N,,Extremely dry fuels  low rh  variable wind speeds and direction
12515,,12/28/2014 12:00:00,James Stewart,12/30/2014 16:42:29,N,1536117.0,,Low,rsandle,12/30/2014 16:32:20,none,,,,,none,,,,,1110.0,1536109.0,2015.0,A,12/23/2014 19:11:00,,1526350,50000.0,,,,,1535984.0,,,Salt Cedar  Arrow weed  Cat Tails,6331.0,2848030,James Stewart ICT4  AZ BLM  Colorado River District.  David Birtcher ICT4(T)  AZ State Forestry,,,Walker,001124,1536179.0,2847976,1536138.0,SIT209,12/30/2014 16:42:29,,1536224.0,JG8L,100.0,,0.0,Monitor,,27.0,1527031.0,32.8555,,,,,,,,,-114.4456,15 miles north of Yuma AZ,4.0,,,,,,,Bec Sandle,12/30/2014 18:00:00,Minimal interior smoldering. ,Minimal interior smoldering.,,,,,1110.0,1536109.0,12/27/2014 12:00:00,,12/28/2014 8:00:00,,2014-12-28 18:00:00,N,,No significant events today.,S,F,,,12/30/2014 16:42:29,SWCC,N,N,,
12516,,12/28/2014 12:00:00,Brady Shultz,12/26/2014 18:02:13,N,1536120.0,,Moderate,wildcad,12/26/2014 17:53:40,none,,,,,none,,,,,700.0,1536109.0,2015.0,A,12/23/2014 19:11:00,,1526350,50000.0,,,,,1535984.0,,,Salt Cedar  Arrowweed  Cat Tails,6332.0,2848045,Brady Shultz ICT4  AZ BLM  Colorado River District.  David Birtcher ICT4(T)  AZ State Forestry,,,Walker,001124,1536179.0,2847976,1536138.0,SIT209,12/26/2014 18:02:13,,1536224.0,JG8L,75.0,,50.0,Releasing (1) crew in am  retaining (1) crew and (2) type 6 engines.  Fire Boat will be back on the water patrolling.,,27.0,1527031.0,32.8555,,,,,,,,,-114.4456,15 miles north of Yuma AZ,4.0,,,,,,,Steve Webb,12/26/2014 18:30:00,Random torching with interior smoldering. ,Random torching with interior smoldering. ,,,,,1110.0,1536109.0,12/27/2014 12:00:00,,12/26/2014 8:15:00,,2014-12-26 19:00:00,N,,No active flames just smoldering - no significant events.,S,U,,100% perimeter mop up.,12/26/2014 18:02:13,SWCC,N,N,,Extremely dry fuels  northerly winds with very low temps.
12737,,04/20/2015 12:00:00,MIFC,04/20/2015 11:39:49,N,1536117.0,,,dnygaard,04/20/2015 11:37:11,,,,,,none,,,,,315.0,1536109.0,2015.0,A,04/13/2015 13:15:00,,1525834,15000.0,,,,,1535983.0,,,,6553.0,2845111,Kent Wolf  MNS,,,TANSEM FIRE - PARK RAPIDS AREA,161005,1536179.0,2845110,1536138.0,SIT209,04/20/2015 11:39:49,,,JM5F,100.0,,0.0,,Hawley,57.0,1525834.0,46.9222222,,,,,,,,,-95.0644444,8 miles E of Barnesville MN,27.0,,,,,,,Kent Wolf,04/20/2015 8:00:00,monitor,,,monitor,,15000.0,315.0,1536109.0,04/18/2015 12:00:00,,04/17/2015 8:00:00,,2015-04-20 08:00:00,N,,none,S,F,,,04/20/2015 11:39:49,EACC,N,N,,
12771,,,,,N,1536117.0,1535971.0,,Cretchless,07/30/2015 21:04:54,,,,,,,,,,,129.0,1536109.0,2015.0,D,07/19/2015 21:00:00,,1525224,0.0,,1536382.0,1536377.0,,1535990.0,,1536369.0,,6587.0,2844321,Leitch,,,PC Complex,100165,1536179.0,2844320,1536135.0,SIT209,07/30/2015 21:22:17,STEEP ROCKY TERRAIN WITH WETTING PRECIPITATION  DRIVING & BEES ,1536273.0,,0.0,,100.0,,WOODLAND,15.0,,45.9547222,,,,,,,,,-122.5361111,The complex consists of five fires in Cowlitz and Clark counties,53.0,,,,,,,,,,,,,,,,,,,07/20/2015 20:00:00,,2015-07-21 20:00:00,N,1535991.0,,C,I,,,,,N,N,,
13169,,03/14/2015 12:00:00,MARCO PEREA,03/16/2015 10:37:16,N,1536120.0,,TYPE 3,firecode,03/16/2015 10:35:34,NONE LISTED,NONE LISTED,NONE LISTED,NONE LISTED,NONE LISTED,NO THREAT INDICATED,NO THREAT INDICATED,NO THREAT INDICATED,NO THREAT INDICATED,NO THREAT INDICATED,733.5,1536109.0,2015.0,A,03/07/2015 18:23:00,,1525268,65000.0,,,,,1535983.0,,,MODEL 1 & 3 ROCKY STEEP TERRAIN,6985.0,2855740,IC JEFF CASEY  ND-SRA,,,TOWER,000022,1536179.0,2855739,1536137.0,SIT209,03/16/2015 10:37:16,NONE INDICATED,1536266.0,JJ42,100.0,,100.0,CURRENT PATROL/MONITOR ,,85.0,1526020.0,46.2608333,1536253.0,,,,,80W,16.0,132N,-100.6975,15 MILES NORTH OF FORT YATES ND,38.0,,,,,,,ANGIE HINKER,03/16/2015 9:30:00,WILL CONTINUE TO PATROL AND MONITOR THE FIRE FOR ANY ACTIVITY  CURRENTLY NO KNOWN FLAME OR HOT SPOTS.,PATROL AND MONITOR,PATROL AND MONITOR,PATROL AND MONITOR,PATROL AND MONITOR,65000.0,733.5,1536109.0,03/15/2015 12:00:00,NONE INDICATED,03/16/2015 10:00:00,,2015-03-16 10:30:00,N,,NO KNOWN FLAME OR HOT SPOTS  GIS TECH MAPPED THE FIRE AND OBTAINED A MORE ACCURATE SIZE (INCREASED).,S,F,CURRENT PATROL/MONITOR RESOURCES ADEQUATE   NO HOT SPOTS OR KNOWN FLAMES,PATROL AND MONITOR,03/16/2015 10:37:16,RMCC,N,N,,SOUTH WIND  GUSTING 20 MPH   TEMP 70  M RH 26%
13170,,03/14/2015 12:00:00,IC JEFF CASEY,03/14/2015 17:32:56,N,1536120.0,,TYPE 3,Wolcott$57,03/14/2015 17:21:26,NONE LISTED,NONE LISTED,NONE LISTED,NONE LISTED,NONE LISTED,NO THREAT INDICATED,NO THREAT INDICATED,NO THREAT INDICATED,NO THREAT INDICATED,NO THREAT INDICATED,733.5,1536109.0,2015.0,A,03/07/2015 18:23:00,,1525268,65000.0,,,,,1535983.0,,,MODEL 1 & 3 ROCKY STEEP TERRAIN,6986.0,2855748,IC JEFF CASEY  ND-SRA,,,TOWER,000022,1536179.0,2855739,1536137.0,SIT209,03/14/2015 17:32:56,NONE INDICATED,1536266.0,PAJJ57,100.0,,100.0,CURRENT PATROL/MONITOR ,,85.0,1526020.0,46.2608333,1536253.0,,,,,80W,16.0,132N,-100.6975,15 MILES NORTH OF FORT YATES ND,38.0,,,,,,,IC JEFF CASEY,03/14/2015 15:00:00,WILL CONTINUE TO PATROL AND MONITOR THE FIRE FOR ANY ACTIVITY  CURRENTLY NO KNOWN FLAME OR HOT SPOTS.,PATROL AND MONITOR,PATROL AND MONITOR,PATROL AND MONITOR,PATROL AND MONITOR,65000.0,733.5,1536109.0,03/15/2015 12:00:00,NONE INDICATED,03/13/2015 15:00:00,,2015-03-14 15:00:00,N,,NO KNOWN FLAME OR HOT SPOTS  GIS TECH MAPPED THE FIRE AND OBTAINED A MORE ACCURATE SIZE (INCREASED).,S,I,CURRENT PATROL/MONITOR RESOURCES ADEQUATE   NO HOT SPOTS OR KNOWN FLAMES,PATROL AND MONITOR,03/14/2015 17:32:56,GREAT PLAINS DISPATCH,N,N,,SOUTH WIND  GUSTING 20 MPH   TEMP 70  M RH 26%
13182,,03/14/2015 12:00:00,MARCO PEREA,03/16/2015 10:35:08,N,1536120.0,,TYPE 3,firecode,03/14/2015 17:33:19,NONE LISTED,NONE LISTED,NONE LISTED,NONE LISTED,NONE LISTED,NO THREAT INDICATED,NO THREAT INDICATED,NO THREAT INDICATED,NO THREAT INDICATED,NO THREAT INDICATED,733.5,1536109.0,2015.0,A,03/07/2015 18:23:00,,1525268,65000.0,,,,,1535983.0,,,MODEL 1 & 3 ROCKY STEEP TERRAIN,6998.0,2855756,IC JEFF CASEY  ND-SRA,,,TOWER,000022,1536179.0,2855739,1536137.0,SIT209,03/16/2015 10:35:08,NONE INDICATED,1536266.0,JJ42,100.0,,100.0,CURRENT PATROL/MONITOR ,,85.0,1526020.0,46.2608333,1536253.0,,,,,80W,16.0,132N,-100.6975,15 MILES NORTH OF FORT YATES ND,38.0,,,,,,,ANGIE HINKER,03/16/2015 9:30:00,WILL CONTINUE TO PATROL AND MONITOR THE FIRE FOR ANY ACTIVITY  CURRENTLY NO KNOWN FLAME OR HOT SPOTS.,PATROL AND MONITOR,PATROL AND MONITOR,PATROL AND MONITOR,PATROL AND MONITOR,65000.0,733.5,1536109.0,03/15/2015 12:00:00,THIS IS A DUPLICATE 209 INCIDENT WAS NOT ON PRA SEE THE ND-SRA 209 FOR CORRECT INFORMATION,03/16/2015 9:00:00,,2015-03-16 09:15:00,N,,NO KNOWN FLAME OR HOT SPOTS  GIS TECH MAPPED THE FIRE AND OBTAINED A MORE ACCURATE SIZE (INCREASED).,S,U,CURRENT PATROL/MONITOR RESOURCES ADEQUATE   NO HOT SPOTS OR KNOWN FLAMES,PATROL AND MONITOR,03/16/2015 10:35:08,RMCC,N,N,,SOUTH WIND  GUSTING 20 MPH   TEMP 70  M RH 26%
13197,,,,,N,1536120.0,,,khaninger,06/18/2015 21:59:58,,,,,,,,,,,3000.0,1536109.0,2015.0,D,02/06/2015 22:18:00,,1524926,,,,,,,,,,7013.0,2853928,Paul Melendrez (CAL FIRE) Rick Napoles   (USFS/BLM) ,,,ROUND,001662,1536179.0,2853927,,SIT209,06/18/2015 21:59:58,,1536273.0,,10.0,,100.0,,,39.0,,37.4536111,,,,,,,,,-119.58416670000001,,6.0,,,,,,,,,,,,,,,,,,,02/06/2015 20:00:00,,2015-02-07 08:00:00,N,,,S,I,,,,,N,Y,,
13240,,,D. Comingdeer - Cherokee Tribe,04/03/2015 10:40:39,N,1536117.0,,,Eoroscosr,04/03/2015 10:38:16,,,,,,None,,,,,275.0,1536109.0,2015.0,A,03/31/2015 14:00:00,,1525558,1500.0,,,,,1535989.0,,,,7056.0,2854471,D.Comingdeer,,,INDIAN HOUSE,015049,1536179.0,2854470,1536138.0,SIT209,04/03/2015 10:40:39,,,JLD8,100.0,,0.0,,,21.0,1525558.0,35.731944399999996,,,,,,,,,-95.0380556,".8 Miles NNW of Qualls, OK",40.0,,,,,,,Orosco - BIA/AOICC,04/03/2015 10:30:00,None on Trust,,,,,,,,,,03/31/2015 14:00:00,,2015-04-01 17:00:00,N,,Fire activity summary can be found on the OK States 209  of the same name.,S,F,,,04/03/2015 10:40:39,SACC,N,N,,
15280,,,WA-DNR Jordan Tsubuta,09/13/2015 21:14:59,N,1536117.0,1535970.0,,mteaford,09/13/2015 21:02:18,None at this time. Type 2 dozers could be a potential need in the future. ,,,,,The community of Wishram is directly threatened at this time. If the fire moves east past Wishram  other communities will be threatened. ,,,,,3200.0,1536109.0,2015.0,A,09/13/2015 14:22:00,,1525395,250000.0,,1536374.0,1536383.0,1536376.0,1535985.0,,1536368.0,Scattered timber is also involved. ,9096.0,2906443,Unified Command between DNR and Washington State Fire Marshall's Office,,,Horsethief Butte,000789,1536179.0,2906442,1536136.0,SIT209,09/15/2015 18:26:20,The community of Wishram is currently threatened and Level 3 evacuations are in place. Level 2 evacuations are being implemented east of Wishram. HWY 14 is closed at this time due to fire activity. ,,J3KC,15.0,,100.0,,,39.0,,45.650833299999995,,,,,,,,,-121.13694440000002,"4 miles west of Wishram, WA",53.0,,,,,,,Megan Kephart,09/13/2015 9:15:00,The fire is wind driven and will continue to move towards the east. Progression to the north and south is expected to remain minimal. ,,,,,,,,,,09/13/2015 14:00:00,,2015-09-13 19:00:00,N,1535983.0,,S,I,,Continue to construct dozer and hand line around the fire while providing for public and firefighter safety.  ,09/13/2015 21:14:59,OR-NWC,N,Y,,Red flag warnings for winds and low RH will persist into tomorrow and could continue to cause problems. 
15281,,,Brant Stanger,09/22/2015 19:55:42,N,1536117.0,1535968.0,,mteaford,09/22/2015 19:48:02,,,,,,none,,,,,3200.0,1536109.0,2015.0,A,09/13/2015 14:22:00,,1525395,250000.0,,,,,1535985.0,,1536370.0,,9097.0,2906460,none,,,Horsethief Butte,000789,1536179.0,2906442,1536139.0,SIT209,09/22/2015 19:55:42,,,J3KC,100.0,,100.0,,,39.0,,45.650833299999995,,,,,,,,,-121.13694440000002,"4 miles west of Wishram, WA",53.0,,,,,,,Megan Kephart,09/22/2015 19:00:00,none,,,,,,,,,The DNR and the Washington State Fire Marshall's Office decided on 9/16 that this fire actually started on the local fire district. This fire also went state mob and  the state mob type  team inputted a 209 for this incident. Refer to that 209 for all fin,09/16/2015 1:00:00,,2015-09-22 18:00:00,N,,,S,F,,done,09/22/2015 19:55:42,OR-NWC,N,Y,,
15335,,,,,N,1536117.0,1535968.0,,laurenbalisky,08/16/2015 12:24:00,Delegation  road closures on Pinkston Road  trigger points and evacuation plan  communications support  resources,Overhead  safety / law enforcement  4 strike teams  4 tenders  HEQB  air support  2 TFL / DIV  4 T2 H/C (minimum recommended is 8),,,,Residences  property  commercial structures  power lines  water tower (Kettle Falls)  operational continuity (rest),Same as above,Same as above,Same as above,,560.0,1536109.0,2015.0,D,08/14/2015 21:04:00,,1526822,,,,,,1535985.0,,,Overhead power lines  mines,9151.0,2904540,Local District,,,Gold Hill,001234,1536179.0,2904515,,SIT209,12/29/2015 12:47:49,High growth potential Structures / permanent threatened Life risk Smoke / health,1536273.0,,100.0,,100.0,3/4 Division,,65.0,1526822.0,48.63194439999999,1536107.0,,,NE,SW,38E,3.0,36N,-118.01583329999998,"1 Mile North of Kettle Falls, WA",53.0,25460.0,88549.0,11UMP,425460.0,5388549.0,11.0,,,Continued growth to the north  operational continuity (rest periods needed),Smoke from Marble Valley and Carpenter Road contributing to reduced or eliminated air capacity,,Up to 200 structures threatened if fire continues with current resource levels and unfilled resource orders,,,,,,,12/28/2015 12:00:00,,2015-12-29 12:00:00,N,1535983.0,,S,F,Camp  logistics  rehab  supplies 10k truck set,,,,N,N,,Lighting Winds
15424,,,"Mikal Barnett, ICT3",08/16/2015 12:52:50,N,1536118.0,1535971.0,,laurenbalisky,08/16/2015 12:24:00,Delegation  road closures on Pinkston Road  trigger points and evacuation plan  communications support  resources,Overhead  safety / law enforcement  4 strike teams  4 tenders  HEQB  air support  2 TFL / DIV  4 T2 H/C (minimum recommended is 8),,,,Residences  property  commercial structures  power lines  water tower (Kettle Falls)  operational continuity (rest),Same as above,Same as above,Same as above,,700.0,1536109.0,2015.0,A,08/14/2015 18:45:00,,1526822,37000.0,,1536380.0,1536373.0,,1535985.0,,1536369.0,Overhead power lines  mines,9240.0,2904516,Jeff Fuller  DNR 509-690-1781,,,Gold Hill,001234,1536179.0,2904515,,SIT209,08/26/2015 14:10:29,High growth potential Structures / permanent threatened Life risk Smoke / health,1536273.0,,0.0,,0.0,3/4 Division,Kettle Falls,65.0,1526822.0,48.6455556,1536107.0,,,NE,SW,38E,3.0,36N,-118.01194440000002,Pinkston Creek Road,53.0,25460.0,88549.0,11UMP,425460.0,5388549.0,11.0,"Norby Johnson, DIVS/OSC",08/15/2015 21:00:00,Continued growth to the north  operational continuity (rest periods needed),Smoke from Marble Valley and Carpenter Road contributing to reduced or eliminated air capacity,,Up to 200 structures threatened if fire continues with current resource levels and unfilled resource orders,,,,,,,08/14/2015 18:45:00,,2015-08-16 01:45:00,N,1535983.0,,S,I,Camp  logistics  rehab  supplies 10k truck set,,08/16/2015 12:52:50,WA-NEC,N,N,,Lighting Winds
